"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","169
003","24","3.065","25.0","20.8","33.3","8.3",".",".","8.3",".",".",".",".",".",".","4.2",".","."
"Intro to Modern American Lit","Course Total","415","3.292","23.1","32.5","31.1","8.7","2.7","0.5","1.0",".",".",".",".",".",".","0.5",".","."
"Literature, Gender & Sexuality","171
001","256","3.199","16.8","34.0","32.4","9.4","4.3","2.0","0.4","0.4",".",".",".",".",".","0.4",".","."
"Intro to Lit of Native America","172
001","144","3.321","36.1","29.9","15.3","6.3","3.5","5.6","0.7","2.8",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","173
001","20","3.125","15.0","50.0","10.0","15.0","5.0",".","5.0",".",".",".",".",".",".",".",".","."
"Freshman Honors Seminar","181
001","15","3.867","73.3","26.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
002","17","3.824","76.5","11.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
003","18","3.639","55.6","38.9",".",".",".","5.6",".",".",".",".",".",".",".",".",".","."
"","201
004","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
005","18","3.750","72.2","16.7","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201
006","18","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
201","19","3.842","89.5",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","201
008","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
009","20","3.975","95.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
010","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
011","15","3.533","53.3","40.0",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","201","3.803","75.1","17.4","5.5",".","1.0","0.5","0.5",".",".",".",".",".",".",".",".","."
"","203
001","16","3.594","37.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
002","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
004","13","3.423","30.8","38.5","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","16","3.719","62.5","31.3",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","203
006","16","3.906","81.3","18.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
007","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
008","17","3.765","82.4",".","11.8",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","125","3.716","59.2","29.6","8.0","1.6","1.6",".",".",".",".",".",".",".",".",".",".","."
"","215
001","138","2.975","14.5","21.7","33.3","15.2","11.6","2.2","1.4",".",".",".",".",".",".",".",".","."
"","215
002","24","3.229","25.0","37.5","12.5","16.7","4.2","4.2",".",".",".",".",".",".",".",".",".","."
"","215
003","14","3.536","35.7","42.9","14.3","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","Course Total","176","3.038","17.6","25.6","29.0","14.8","9.7","2.3","1.1",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","216
001","105","3.111","27.6","19.0","31.4","10.5","4.8","1.0","4.8",".",".",".",".",".",".","1.0",".","."
"American Literature","217
001","138","3.344","34.8","24.6","29.0","5.1","4.3","0.7","1.4",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","219
001","157","2.734","6.4","7.6","52.2","13.4","12.7","3.8","3.2",".",".",".",".",".",".",".","0.6","."
"V Nabokov: Russ&Amer Writng","223
001","17","3.559","35.3","47.1","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248
001","24","3.292","20.8","33.3","33.3","8.3","4.2",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250
001","8","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Survey of Asian Americn Lit","270
001","19","3.472","31.6","26.3","36.8",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"","300
001","10","3.600","50.0","30.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","300
002","16","3.438","31.3","25.0","43.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","300
003","17","3.618","64.7","17.6",".","11.8","5.9",".",".",".",".",".",".",".",".",".",".","."
"Creatv Wrtng:Fic&PoetWkshp","Course Total","43","3.547","48.8","23.3","18.6","7.0","2.3",".",".",".",".",".",".",".",".",".",".","."
"","301
001","17","3.706","76.5",".","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","301
002","12","3.625","66.7","25.0",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 198 of 399",""
