"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Intro to German Literature","274","001","","6","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Intro to German Lit","284","001","","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Honor Colloq for German 284","285","001","","6","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","299","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","2","***","","","","","","","","","","","","","","","",""
"Literatur des 20. Jahrhunderts","305","001","","19","3.579","31.6","52.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"1st Sem Dutch-Grad Stdts","311","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"3rd Sem Dutch-Grad Stdts","313","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dutch Conversatn&Compositn","335","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","000A","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","337","001","","17","3.531","41.2","23.5","23.5","5.9",".",".",".","5.9",".",".",".",".",".",".",".","."
"Adv Compositn & Conversatn","","Course Total","","19","3.583","47.4","21.1","21.1","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"Intro to German Linguistics","351","001","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"German for Grad Reading I","391","001","","22","3.810","63.6","27.3","4.5",".",".",".",".","4.5",".",".",".",".",".",".",".","."
"","401","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem German for Grad Stdts","","Course Total","","9","4.000","88.9",".",".",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"2nd Sem German for Grad Stdts","402","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Dutch Culture","445","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Survey German Lit to 1700","611","001","","19","3.658","52.6","26.3","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cultuurkunde der Lage Landen","645","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"History-German Language","650","001","","15","3.800","80.0","6.7","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Seminar in German Studies","676","001","","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sr Honors Thesis-2nd Sem","682","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","3.950","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Literatur des 20. Jahrhunderts","709","001","","23","3.643","43.5","30.4","17.4",".",".",".",".","8.7",".",".",".",".",".",".",".","."
"Special Topics-German Lit","711","001","","9","4.000","77.8",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"College Teaching of German","720","001","","12","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Theory of Teaching German","722","001","","12","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Topics-Applied Linguistics","727","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Old Germanic Languages","755","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics-Contemporary German","758","001","","17","4.000","88.2",".",".",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","","Page 213 of 399",""
