"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Course Total
Indep Reading & Research","3","***","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","693","3.238","33.6","20.9","18.8","10.2","8.8","2.6","1.6","2.9","0.1",".","",".","",".","0.3",".","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","190","3.149","30.0","21.6","21.6","10.0","11.1","3.2","2.6",".",".",".","",".","",".",".",".",".","."
"Sophomore","178","3.273","29.2","27.0","21.3","10.1","9.0","1.7","0.6","1.1",".",".","",".","",".",".",".",".","."
"Junior","122","3.249","34.4","17.2","21.3","12.3","10.7","2.5",".","0.8",".",".","",".","",".",".",".","0.8","."
"Senior","129","3.086","29.5","21.7","14.7","11.6","8.5","4.7","3.9","5.4",".",".","",".","",".",".",".",".","."
"Undergraduates","619","3.192","30.5","22.3","20.0","10.8","9.9","2.9","1.8","1.6",".",".","",".","",".",".",".","0.2","."
"Special","12","3.058","8.3","16.7","16.7","16.7",".",".",".","25.0","8.3",".","",".","",".","8.3",".",".","."
"Graduate","61","3.831","70.5","8.2","6.6","1.6",".",".",".","11.5",".",".","",".","",".","1.6",".",".","."
"Prof Yr 3","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","1","2.500",".",".",".","100.0",".",".",".",".",".",".","",".","",".",".",".",".","."
"Dept. Total","693","3.238","33.6","20.9","18.8","10.2","8.8","2.6","1.6","2.9","0.1",".","",".","",".","0.3",".","0.1","."
