"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","7853","3.520","45.5","18.9","17.7","2.1","2.3","0.5","0.3","8.6","0.1","3.2",".","0.5","0.2","0.0","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.341","57.7","3.8","26.9","3.8",".",".","3.8",".",".",".",".",".",".","3.8",".","."
"Sophomore","","194","3.295","55.7","5.2","21.6","5.2","8.8","3.1","0.5",".",".",".",".",".",".",".",".","."
"Junior","","593","3.155","44.5","12.3","25.3","4.2","9.1","2.9","1.5","0.2",".",".",".",".",".",".",".","."
"Senior","","1328","3.523","55.3","15.8","18.4","4.2","3.5","0.8","0.5","0.8",".","0.2",".","0.1",".",".","0.1","0.2"
"Undergraduates","","2141","3.390","52.4","13.7","20.7","4.3","5.5","1.6","0.8","0.6",".","0.1",".","0.0",".","0.0","0.0","0.1"
"Special","","130","3.320","43.1","17.7","14.6","6.2","4.6","2.3","1.5","3.8",".",".",".",".","4.6",".","1.5","."
"Graduate","","1619","3.636","36.0","13.5","9.4","0.4","0.6","0.1",".","34.6","0.2","2.9",".","1.9","0.2",".","0.3","."
"Prof Yr 1","","987","3.513","46.4","20.7","21.7","1.4","2.0","0.1",".","2.2",".","5.4",".",".",".",".",".","0.1"
"Prof Yr 2","","1372","3.546","45.0","18.7","24.6","3.0","1.7",".","0.1","1.3",".","5.5",".",".",".",".",".","."
"Prof Yr 3","","724","3.448","24.3","38.0","22.2","0.8","0.3",".",".","2.6","0.3","10.1",".","0.7","0.1",".","0.1","0.4"
"Prof Yr 4","","902","3.805","64.7","23.7","6.5","0.1","0.1",".",".","4.4",".",".",".",".","0.1",".",".","0.2"
"Professionals","","3985","3.566","46.0","23.8","19.4","1.6","1.2","0.0","0.0","2.5","0.1","5.1",".","0.1","0.1",".","0.0","0.2"
"","College Total","7875","3.520","45.7","18.9","17.6","2.1","2.3","0.5","0.3","8.6","0.1","3.2",".","0.5","0.2","0.0","0.1","0.1"
