"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","9291","3.310","33.4","23.3","26.4","6.0","6.7","1.1","0.7","0.9","0.0","1.5",".","0.0","0.0","0.0","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","16","2.500",".","6.3","6.3","6.3",".","6.3",".",".",".","75.0",".",".",".",".",".","."
"Sophomore","","514","2.901","22.4","9.3","38.1","8.2","14.2","4.5","2.5",".",".","0.8",".",".",".",".",".","."
"Junior","","2648","3.183","28.3","20.7","31.8","7.5","9.1","1.4","1.0","0.0",".","0.0",".",".",".","0.1",".","."
"Senior","","3697","3.286","30.7","24.2","27.9","7.5","7.4","0.9","0.4","0.8","0.0","0.2",".",".",".","0.1",".","."
"Undergraduates","","6875","3.217","29.1","21.7","30.1","7.5","8.5","1.4","0.8","0.5","0.0","0.4",".",".",".","0.1",".","."
"Special","","310","3.253","30.0","25.5","23.5","6.5","7.4","1.9","1.3","2.9",".",".",".",".","0.6",".","0.3","."
"Graduate","","2074","3.648","48.0","28.3","14.7","1.1","0.6",".","0.0","1.9",".","5.2",".","0.1",".",".","0.1","."
"Prof Yr 1","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","13","3.727","46.2","30.8","7.7",".",".",".",".",".",".","15.4",".",".",".",".",".","."
"Prof Yr 3","","16","3.557","37.5","31.3","25.0",".",".",".",".",".",".","6.3",".",".",".",".",".","."
"Prof Yr 4","","2","3.000",".","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","32","3.599","40.6","31.3","15.6","3.1",".",".",".",".",".","9.4",".",".",".",".",".","."
"","College Total","9291","3.310","33.4","23.3","26.4","6.0","6.7","1.1","0.7","0.9","0.0","1.5",".","0.0","0.0","0.0","0.0","."
