"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","",""
"Lt Tran:Dante-Divine Comedy","253","001","28","2.796",".","17.9","46.4","14.3","14.3","3.6",".",".",".",".",".",".",".",".","3.6","."
"Intro-Byzantine History&Civ","313","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Old English","320","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ancient & Medieval Science","322","001","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"A Theme-Medieval Eng Lit","362","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Medieval Monasticism","366","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Chaucer's Canterbury Tales","367","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Bible in the Middle Ages","368","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings","430","001","34","3.000","2.9","23.5","50.0","17.6","5.9",".",".",".",".",".",".",".",".",".",".","."
"Jewish Civ-Medvl Spain(Eng)","473","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MEDIEVAL
633","","Dept. Total","92","3.035","7.6","23.9","44.6","13.0","7.6","1.1",".","1.1",".",".",".",".",".",".","1.1","."
