"","765
001","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
002","","3","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","765
003","","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Contemporary Topics","Course Total","","10","3.950","90.0","10.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"INFO SYS
234","Dept. Total","","83","3.657","54.2","27.7","14.5","2.4","1.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.500",".","100.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","17","3.588","47.1","29.4","17.6","5.9",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","38","3.553","42.1","34.2","18.4","2.6","2.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","56","3.563","42.9","33.9","17.9","3.6","1.8","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","26","3.846","76.9","15.4","7.7",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","83","3.657","54.2","27.7","14.5","2.4","1.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
