"","999
007","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
013","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
025","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".","",".",".",".",".",".","."
"HDFS
230","Dept. Total","1094","3.301","34.0","22.0","21.1","10.8","4.4","1.6","1.1","4.1","0.3",".","",".","0.1","0.2","0.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","4","2.000",".",".","25.0",".","50.0","25.0",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","242","3.154","25.6","25.6","26.0","11.6","5.0","3.7","1.7","0.4",".",".","",".",".",".",".",".","0.4"
"Junior","","323","3.255","30.0","22.6","26.6","12.7","5.3","1.2","0.6","0.9",".",".","",".",".",".",".",".","."
"Senior","","406","3.322","36.0","23.6","18.5","12.1","4.2","1.0","1.5","2.5","0.2",".","",".",".",".","0.2","0.2","."
"Undergraduates","","975","3.252","31.3","23.7","23.1","12.1","4.9","1.8","1.2","1.4","0.1",".","",".",".",".","0.1","0.1","0.1"
"Special","","13","3.636","46.2","15.4","23.1",".",".",".",".","15.4",".",".","",".",".",".",".",".","."
"Graduate","","88","3.917","53.4","8.0","1.1",".",".",".",".","31.8","2.3",".","",".","1.1","2.3",".",".","."
"Prof Yr 1","","8","3.929","75.0","12.5",".",".",".",".",".","12.5",".",".","",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 3","","6","3.833","83.3",".","16.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Professionals","","18","3.853","77.8","5.6","11.1",".",".",".",".","5.6",".",".","",".",".",".",".",".","."
"","Dept. Total","1094","3.301","34.0","22.0","21.1","10.8","4.4","1.6","1.1","4.1","0.3",".","",".","0.1","0.2","0.1","0.1","0.1"
