"ZOOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","",""
"","101
001","429","2.568","12.8","7.7","25.2","10.3","33.8","7.5","1.9","0.2",".",".",".",".",".",".",".","0.7"
"","101
002","387","2.661","17.8","5.9","27.1","10.6","29.5","7.2","1.8",".",".",".",".",".",".",".",".","."
"Animal Biology","Course Total","816","2.613","15.2","6.9","26.1","10.4","31.7","7.4","1.8","0.1",".",".",".",".",".",".",".","0.4"
"","102
001","27","3.407","29.6","33.3","29.6","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","102
002","20","3.450","45.0","30.0","20.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","102
003","26","3.462","26.9","38.5","34.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
004","29","3.638","44.8","41.4","10.3","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","102
005","21","3.524","33.3","38.1","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102
006","25","3.240","12.0","36.0","40.0","12.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
007","28","3.268","14.3","32.1","46.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","102
008","23","3.457","34.8","26.1","34.8","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"","102
009","26","3.250","15.4","34.6","38.5","7.7","3.8",".",".",".",".",".",".",".",".",".",".","."
"","102
010","26","3.173","19.2","23.1","38.5","11.5","7.7",".",".",".",".",".",".",".",".",".",".","."
"","102
011","27","3.444","33.3","33.3","25.9","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","102
012","26","3.692","57.7","26.9","11.5","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
013","28","3.357","21.4","42.9","28.6",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"","102
014","26","3.385","26.9","30.8","34.6","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
015","27","3.630","55.6","18.5","22.2","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","29","3.276","24.1","20.7","44.8","6.9","3.4",".",".",".",".",".",".",".",".",".",".","."
"","102
017","24","3.083","12.5","25.0","41.7","8.3","12.5",".",".",".",".",".",".",".",".",".",".","."
"","102
018","25","3.240","20.0","24.0","40.0","16.0",".",".",".",".",".",".",".",".",".",".",".","."
"","102
019","25","3.160","4.0","44.0","40.0","4.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","102
020","25","3.560","48.0","32.0","16.0",".",".","4.0",".",".",".",".",".",".",".",".",".","."
"Animal Biology Laboratory","Course Total","513","3.385","28.8","31.6","31.4","5.3","2.5","0.2","0.2",".",".",".",".",".",".",".",".","."
"","151
001","202","2.844","15.8","9.4","37.6","10.9","22.8","2.5","1.0",".",".",".",".",".",".",".",".","."
"","151
002","221","2.966","15.4","12.2","44.3","11.8","14.0","1.8","0.5",".",".",".",".",".",".",".",".","."
"","151
003","198","2.977","20.7","9.1","43.9","6.6","14.1","5.1",".",".",".",".",".",".",".",".","0.5","."
"Introductory Biology","Course Total","621","2.930","17.2","10.3","42.0","9.8","16.9","3.1","0.5",".",".",".",".",".",".",".","0.2","."
"","152
001","119","3.127","31.1","15.1","29.4","6.7","12.6","2.5","1.7",".",".",".",".",".",".","0.8",".","."
"","002
152","150","2.987","25.3","6.7","37.3","12.0","13.3","5.3",".",".",".",".",".",".",".",".",".","."
"Introductory Biology","Course Total","269","3.049","27.9","10.4","33.8","9.7","13.0","4.1","0.7",".",".",".",".",".",".","0.4",".","."
"Heredity","160
001","15","2.033","13.3","20.0","13.3",".","13.3","13.3","26.7",".",".",".",".",".",".",".",".","."
"Biology and Society","220
001","13","3.577","38.5","38.5","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introductory Ecology","260
001","41","2.825","24.4","7.3","22.0","22.0","12.2","7.3","2.4",".",".",".",".",".","2.4",".",".","."
"Introduction to Entomology","302
001","30","3.533","50.0","23.3","20.0","3.3",".","3.3",".",".",".",".",".",".",".",".",".","."
"Limnology-Aquatic Resources","315
001","125","2.722","16.8","7.2","36.8","6.4","22.4","6.4","3.2",".",".",".",".",".",".","0.8",".","."
"","316
001","17","3.147","23.5","23.5","29.4","17.6",".","5.9",".",".",".",".",".",".",".",".",".","."
"","316
002","22","3.136","18.2","27.3","40.9",".","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"","316
003","19","3.158","15.8","26.3","42.1","5.3","10.5",".",".",".",".",".",".",".",".",".",".","."
"Lab:Conservatn-Aquatic Rsrc","Course Total","58","3.147","19.0","25.9","37.9","6.9","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"Extinction of Species","360
001","193","3.570","48.2","24.9","22.3","3.1","1.0","0.5",".",".",".",".",".",".",".",".",".","."
"","380
001","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","380
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Proseminar","Course Total","7","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
