"","990
035","2","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
036","3","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Research","Course Total","45","",".",".",".",".",".",".",".","75.6","",".",".",".","24.4","",".",".",".","."
"FOOD SCI
390","Dept. Total","872","3.202","29.5","16.4","20.3","7.3","4.9","2.1","1.1","7.8","",".","8.7","0.1","1.3","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","79","3.034","15.2","8.9","30.4","8.9","8.9",".","1.3",".","",".","25.3","1.3",".","",".",".",".","."
"Sophomore","","119","3.285","31.1","14.3","25.2","5.9","2.5","0.8","1.7",".","",".","18.5",".",".","",".",".",".","."
"Junior","","192","3.091","30.2","18.2","21.4","12.0","5.7","3.6","3.1",".","",".","5.7",".",".","",".",".",".","."
"Senior","","354","3.241","36.2","19.8","20.3","7.1","5.6","2.8","0.3","0.3","",".","6.5",".",".","",".",".",".","1.1"
"Undergraduates","","744","3.185","31.6","17.3","22.4","8.3","5.5","2.4","1.3","0.1","",".","10.2","0.1",".","",".",".",".","0.5"
"Special","","12","3.222","25.0","16.7","16.7","16.7","8.3",".",".","16.7","",".",".",".",".","",".",".",".","."
"Graduate","","116","3.551","16.4","10.3","6.9",".","0.9",".",".","56.0","",".",".",".","9.5","",".",".",".","."
"","Dept. Total","872","3.202","29.5","16.4","20.3","7.3","4.9","2.1","1.1","7.8","",".","8.7","0.1","1.3","",".",".",".","0.5"
