"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"","999
009","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
035","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","6","4.000","66.7",".",".",".",".",".",".",".",".",".","",".",".","33.3",".",".","."
"JOURN
512","Dept. Total","1461","3.394","32.9","25.9","27.0","4.9","2.3","0.5","0.2","1.5","0.1","4.0","",".","0.3","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.188","25.0","16.7","33.3","20.8","4.2",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","307","3.206","15.3","25.7","48.5","6.2","4.2",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","354","3.249","21.8","28.0","36.4","6.2","3.4","1.1","0.6","0.3",".","2.0","",".",".","0.3",".",".","."
"Senior","","556","3.507","41.4","29.9","18.2","4.3","1.4","0.5","0.2","0.2",".","4.0","",".",".",".",".",".","."
"Undergraduates","","1241","3.345","29.0","28.0","31.2","5.6","2.7","0.6","0.2","0.2",".","2.3","",".",".","0.1",".",".","."
"Special","","15","3.694","66.7","6.7","13.3","6.7",".",".",".",".",".","6.7","",".",".",".",".",".","."
"Graduate","","205","3.856","54.1","14.6","2.4",".",".",".",".","9.8","0.5","13.7","",".","2.4","2.4",".",".","."
"","Dept. Total","1461","3.394","32.9","25.9","27.0","4.9","2.3","0.5","0.2","1.5","0.1","4.0","",".","0.3","0.4",".",".","."
