"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","34","3.647","50.0","29.4","20.6",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Asian American Movement","153
001","10","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Ethnic Movements in U.S.","220
001","19","2.944","15.8","36.8","15.8","5.3","5.3","15.8",".",".","",".","",".",".","",".","",".",".","5.3","."
"Topics-Asian Amer Studies","240
001","21","3.333","61.9",".","28.6",".",".",".","9.5",".","",".","",".",".","",".","",".",".",".","."
"Survey of Asian Americn Lit","270
001","8","3.250","50.0","25.0","12.5",".",".",".","12.5",".","",".","",".",".","",".","",".",".",".","."
"Humanities Topics","560
001","16","3.467","31.3","31.3","25.0","6.3",".",".",".",".","",".","",".",".","",".","","6.3",".",".","."
"Ind Study:Directed Readings","699
001","1","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"ASIAN AM
184","Dept. Total","109","3.418","48.6","22.0","19.3","1.8","0.9","2.8","2.8","",".","",".",".","",".","",".","0.9",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.615","46.2","30.8","23.1",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","35","3.394","37.1","28.6","25.7","5.7",".",".","2.9","",".","",".",".","",".","",".",".",".",".","."
"Junior","","17","3.130","52.9","5.9","23.5",".","5.9","5.9","5.9","",".","",".",".","",".","",".",".",".",".","."
"Senior","","26","3.369","57.7","19.2","7.7",".",".","7.7","3.8","",".","",".",".","",".","",".",".",".","3.8","."
"Undergraduates","","104","3.397","47.1","23.1","20.2","1.9","1.0","2.9","2.9","",".","",".",".","",".","",".",".",".","1.0","."
"Special","","3","4.000","66.7",".",".",".",".",".",".","",".","",".",".","",".","",".","33.3",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","109","3.418","48.6","22.0","19.3","1.8","0.9","2.8","2.8","",".","",".",".","",".","",".","0.9",".","0.9","."
