"L&S","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","N","NR","Other"
"104
AFRICAN","Grades","GPA","","","","","","","","","","","","","","","",""
"Thesis
Course Total","12","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"Indep Reading & Research
999
018","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104
AFRICAN
Dept. Total","673","3.009","25.3","12.6","19.3","12.9","14.9","2.8","3.1","4.8","0.3",".",".","0.6","0.9","1.2","0.6","0.7"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","",""
"Freshmen","74","3.174","36.5","20.3","13.5","9.5","5.4","4.1","5.4",".",".",".",".",".","1.4","4.1",".","."
"Sophomore","219","2.960","18.7","13.7","24.2","15.1","18.3","3.7","0.9","2.7",".",".",".",".","0.9",".",".","1.8"
"Junior","186","2.783","18.3","10.2","20.4","17.2","18.8","3.2","5.4","4.3",".",".",".",".",".","1.6",".","0.5"
"Senior","122","2.977","24.6","14.8","17.2","11.5","17.2","1.6","4.1","4.1","1.6",".",".",".","0.8","1.6","0.8","."
"Undergraduates","601","2.936","22.0","13.6","20.3","14.3","16.6","3.2","3.5","3.2","0.3",".",".",".","0.7","1.3","0.2","0.8"
"Special","8","3.588","25.0","12.5","12.5",".",".",".",".","37.5",".",".",".",".",".",".","12.5","."
"Graduate","64","3.807","56.3","3.1","10.9","1.6",".",".",".","15.6",".",".",".","6.3","3.1",".","3.1","."
"Dept. Total","673","3.009","25.3","12.6","19.3","12.9","14.9","2.8","3.1","4.8","0.3",".",".","0.6","0.9","1.2","0.6","0.7"
