"","","","","",".","","","","","","","","","","","","","","","",""
"","999
001","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
002","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Independent Work","Course Total","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"296
ECON","Dept. Total","3787","2.983","19.8","17.4","24.3","14.8","14.4","3.4","1.2","3.1","",".",".","",".","0.0","1.3","0.2","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","375","2.984","23.5","16.0","20.0","17.1","17.6","2.7","1.6",".","",".",".","",".",".","1.3",".","0.3","."
"Sophomore","","1275","2.892","18.4","15.1","24.2","16.9","18.4","5.3","1.3","0.2","",".",".","",".",".","0.2",".","0.2","."
"Junior","","822","2.896","14.8","16.7","26.4","17.9","17.2","3.6","1.2","0.7","",".",".","",".",".","1.0","0.5",".","."
"Senior","","805","3.037","19.1","20.7","28.1","13.7","11.7","2.5","1.4","1.4","",".",".","",".","0.1","1.1","0.2",".","."
"Undergraduates","","3277","2.939","18.2","17.0","25.2","16.4","16.3","3.9","1.3","0.6","",".",".","",".","0.0","0.8","0.2","0.1","."
"Special","","45","3.452","42.2","15.6","22.2","6.7","4.4","2.2",".","2.2","",".",".","",".",".","2.2",".","2.2","."
"Graduate","","464","3.453","28.4","20.3","18.5","4.5","1.5",".",".","21.3","",".",".","",".",".","5.4",".",".","."
"Prof Yr 1","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","3787","2.983","19.8","17.4","24.3","14.8","14.4","3.4","1.2","3.1","",".",".","",".","0.0","1.3","0.2","0.1","."
