"ALS","","","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","N","NR","Other"
"864
RUR SOC","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","Dept. Total","166","3.275","40.4","12.0","18.1","9.0","12.0","",".","0.6","3.0","",".",".","",".","1.2","1.8","1.2","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.120","36.0","16.0","24.0",".","20.0","",".","4.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","35","2.916","17.1","8.6","31.4","14.3","22.9","",".",".",".","",".",".","",".",".","2.9",".","2.9","."
"Junior","","30","3.253","30.0","23.3","26.7","10.0","10.0","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","36","3.255","36.1","11.1","11.1","19.4","11.1","",".",".",".","",".",".","",".",".","5.6","5.6",".","."
"Undergraduates","","126","3.135","29.4","14.3","23.0","11.9","15.9","",".","0.8",".","",".",".","",".",".","2.4","1.6","0.8","."
"Special","","3","4.000","66.7",".",".",".",".","",".",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","","37","3.919","75.7","5.4","2.7",".",".","",".",".","10.8","",".",".","",".","5.4",".",".",".","."
"","Dept. Total","166","3.275","40.4","12.0","18.1","9.0","12.0","",".","0.6","3.0","",".",".","",".","1.2","1.8","1.2","0.6","."
