"L&S","","","","","","","","","","","","","","","","","","","","",""
"HEBREW (HEBREW AND SEMITIC  Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","N","NR","Other"
"440
HEBR ST","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST
Dept. Total","389","3.488","44.2","28.5","13.9","3.1","3.6","0.8","1.8","2.3","",".",".","",".","",".","1.0","0.3","0.5","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"440
HEBR ST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.464","51.5","23.7","16.5","2.1",".",".","5.2",".","",".",".","",".","",".","1.0",".",".","."
"Sophomore","91","3.561","48.4","30.8","12.1","2.2","6.6",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","94","3.448","41.5","29.8","13.8","4.3","7.4","2.1",".",".","",".",".","",".","",".",".","1.1",".","."
"Senior","54","3.511","42.6","29.6","18.5","1.9",".","1.9","1.9","1.9","",".",".","",".","",".","1.9",".",".","."
"Undergraduates","336","3.494","46.4","28.3","14.9","2.7","3.9","0.9","1.8","0.3","",".",".","",".","",".","0.6","0.3",".","."
"Special","11","2.778","18.2","9.1","9.1",".",".",".","9.1","36.4","",".",".","",".","",".",".",".","18.2","."
"Graduate","42","3.544","33.3","35.7","7.1","7.1","2.4",".",".","9.5","",".",".","",".","",".","4.8",".",".","."
"Dept. Total","389","3.488","44.2","28.5","13.9","3.1","3.6","0.8","1.8","2.3","",".",".","",".","",".","1.0","0.3","0.5","."
