"Research","Course Total","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","999
020","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
026","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Research","Course Total","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"120
L SC COM","Dept. Total","404","3.591","48.3","27.5","14.1","2.0","2.2","0.7","0.2","3.0",".","0.2",".",".","1.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","103","3.495","44.7","27.2","16.5","2.9","4.9","2.9",".",".",".",".",".",".",".","1.0",".","."
"Sophomore","","32","3.637","53.1","28.1","15.6","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","96","3.539","46.9","26.0","15.6","4.2","3.1",".",".",".",".",".",".",".","4.2",".",".","."
"Senior","","135","3.644","51.1","30.4","14.1",".","0.7",".","0.7","1.5",".",".",".",".","1.5",".",".","."
"Undergraduates","","366","3.573","48.4","28.1","15.3","2.2","2.5","0.8","0.3","0.5",".",".",".",".","1.6","0.3",".","."
"Special","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","37","3.827","48.6","18.9","2.7",".",".",".",".","27.0",".","2.7",".",".",".",".",".","."
"","Dept. Total","404","3.591","48.3","27.5","14.1","2.0","2.2","0.7","0.2","3.0",".","0.2",".",".","1.5","0.2",".","."
