"ALS","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","N","NR","Other"
"390
FOOD SCI","","Grades","GPA","","","","","","","","","","","","","","","",""
"","990
009","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
010","3","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
011","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
012","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
013","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
014","3","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"","990
016","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
017","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
018","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
020","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
021","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
022","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
023","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
026","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
027","4","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
028","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
032","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
033","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
034","3","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
035","3","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Research","Course Total","56","",".",".",".",".",".",".",".","23.2",".",".",".","76.8",".",".",".","."
"390
FOOD SCI","Dept. Total","1051","3.203","29.0","21.1","16.7","9.1","5.9","3.4","1.1","2.4","0.1","5.8","0.4","4.1","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","98","2.852","15.3","18.4","14.3","16.3","8.2","9.2","2.0",".",".","15.3",".",".","1.0",".",".","."
"Sophomore","","268","3.167","23.1","24.3","22.8","10.8","7.1","3.4","0.7",".",".","6.3","0.7",".","0.7",".",".","."
"Junior","","278","3.220","36.3","24.1","14.7","9.0","6.5","3.2","2.2","0.7",".","3.2",".",".",".",".",".","."
"Senior","","283","3.249","31.8","18.7","17.0","8.8","6.0","3.2","0.7","3.5","0.4","7.1","0.7",".","0.4",".",".","."
"Undergraduates","","927","3.176","28.9","21.9","17.7","10.2","6.7","3.9","1.3","1.3","0.1","6.6","0.4",".","0.4",".",".","."
"Special","","3","2.800",".",".","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","121","3.706","30.6","15.7","7.4",".",".",".",".","10.7",".",".",".","35.5",".",".",".","."
"","Dept. Total","1051","3.203","29.0","21.1","16.7","9.1","5.9","3.4","1.1","2.4","0.1","5.8","0.4","4.1","0.4",".",".","."
