"HEC","","","","","","","","","","","","","","","","","","","","","",""
"FAM & CONSUMER COMMUNIC","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","N","NR","Other"
"464
FAM COM","","Grades","","GPA","","","","","","","","","","","","","","","","","",""
"","100
002","","2","3.750","50.0","50.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"","100
004","","4","3.500","75.0",".",".",".","25.0",".","",".",".",".",".",".",".","",".",".",".","."
"","100
005","","2","3.750","50.0","50.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"","100
006","","4","3.625","50.0","25.0","25.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"","100
007","","5","3.900","80.0","20.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Intro Com: Inquiry&Expositn","Course Total","","17","3.706","64.7","23.5","5.9",".","5.9",".","",".",".",".",".",".",".","",".",".",".","."
"Family & Consumer Newswrtg","130
001","","17","3.588","35.3","47.1","17.6",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Contemp Comm Tech&Soc Effct","340
001","","15","3.533","40.0","33.3","20.0","6.7",".",".","",".",".",".",".",".",".","",".",".",".","."
"Consumer Investgtv Reportng","430
001","","5","3.200",".","40.0","60.0",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Integrated Marktng Communicatn","435
001","","14","3.538","42.9","14.3","35.7",".",".",".","",".",".",".",".",".",".","","7.1",".",".","."
"Publications Editing","505
001","","7","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"","515
001","","13","3.615","61.5","23.1",".","7.7",".","7.7","",".",".",".",".",".",".","",".",".",".","."
"","515
002","","7","3.714","71.4",".","28.6",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Pub Info Campaigns & Progms","Course Total","","20","3.650","65.0","15.0","10.0","5.0",".","5.0","",".",".",".",".",".",".","",".",".",".","."
"","530
001 301","","5","3.800","60.0","40.0",".",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"","530
003","","6","3.417","16.7","50.0","33.3",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Print&Electronic Media Dsgn","Course Total","","11","3.591","36.4","45.5","18.2",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Web Design for the Sciences","532
001","","3","3.500","33.3","33.3","33.3",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Internship","601
002","","1","",".",".",".",".",".",".","",".",".",".","100.0",".",".","",".",".",".","."
"464
FAM COM","Dept. Total","","110","3.611","49.1","27.3","18.2","1.8","0.9","0.9","",".",".",".","0.9",".",".","","0.9",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","16","3.719","68.8","18.8","6.3",".","6.3",".","",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","","14","3.679","42.9","50.0","7.1",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Junior","","","35","3.571","42.9","28.6","28.6",".",".",".","",".",".",".",".",".",".","",".",".",".","."
"Senior","","","45","3.581","48.9","22.2","17.8","4.4",".","2.2","",".",".",".","2.2",".",".","","2.2",".",".","."
"Undergraduates","","","110","3.611","49.1","27.3","18.2","1.8","0.9","0.9","",".",".",".","0.9",".",".","","0.9",".",".","."
"","Dept. Total","","110","3.611","49.1","27.3","18.2","1.8","0.9","0.9","",".",".",".","0.9",".",".","","0.9",".",".","."
