"L&S","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","N","NR","Other"
"640
ATM OCN","Grades","GPA","","","","","","","","","","","","","","","",""
"990
005","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
009","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
011","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
013","3","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"990
016","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
017","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
022","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
026","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
029","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
030","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
031","4","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research
Course Total","38","",".",".",".",".",".",".",".","94.7",".",".",".","5.3",".",".",".","."
"999
005","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999
026","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Independent Study
Course Total","2","3.667","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"640
ATM OCN
Dept. Total","1017","3.097","26.0","17.7","23.9","7.4","8.4","3.9","3.7","6.9","0.1","0.5",".","0.2","0.6",".","0.4","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","",""
"Freshmen","286","3.121","27.6","17.8","28.3","8.4","10.1","3.8","3.1",".",".",".",".",".",".",".",".","0.7"
"Sophomore","261","3.100","23.0","22.6","29.9","6.1","8.0","4.2","3.8","0.4",".",".",".",".","0.8",".","0.4","0.8"
"Junior","181","2.917","23.8","17.7","19.9","11.0","13.8","6.6","5.5",".",".","0.6",".",".",".",".","1.1","."
"Senior","149","3.056","30.9","13.4","24.8","6.7","6.7","4.0","6.0","2.0",".","2.7",".",".","2.0",".","0.7","."
"Undergraduates","877","3.063","26.0","18.5","26.5","8.0","9.7","4.6","4.3","0.5",".","0.6",".",".","0.6",".","0.5","0.5"
"Special","9","3.667","77.8","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","131","3.553","22.1","13.0","8.4","3.1",".",".",".","50.4","0.8",".",".","1.5","0.8",".",".","."
"Dept. Total","1017","3.097","26.0","17.7","23.9","7.4","8.4","3.9","3.7","6.9","0.1","0.5",".","0.2","0.6",".","0.4","0.4"
