"EDU","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","N","NR","Other"
"168
ART","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"","999
058","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
067","6","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".",".","16.7",".",".","."
"","999
069","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
071","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
076","4","3.800","50.0","50.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
077","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
080","6","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
090","3","3.500","33.3",".","33.3",".",".",".",".",".","",".",".","",".",".","33.3",".",".","."
"","999
099","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Independent Study","Course Total","126","3.947","86.5","4.8","2.4",".",".",".",".",".","",".",".","",".","1.6","4.8",".",".","."
"168
ART","Dept. Total","2046","3.604","56.3","22.6","11.4","2.9","1.4","1.1","1.0","0.2","",".",".","",".","0.3","2.3","0.3","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","151","3.473","48.3","19.9","15.2","7.9","4.6","1.3","0.7",".","",".",".","",".",".","1.3",".","0.7","."
"Sophomore","","286","3.398","42.3","25.5","19.2","5.2","3.1","2.1","1.7",".","",".",".","",".",".",".","0.7",".","."
"Junior","","516","3.521","45.2","32.2","12.6","2.7","1.4","1.4","1.9","0.2","",".",".","",".",".","1.7","0.6",".","0.2"
"Senior","","641","3.620","52.6","25.9","12.5","2.3","0.8","1.2","0.6","0.3","",".",".","",".",".","3.6","0.2",".","."
"Undergraduates","","1594","3.533","47.9","27.3","14.0","3.5","1.8","1.4","1.3","0.2","",".",".","",".",".","2.1","0.4","0.1","0.1"
"Special","","46","3.479","50.0","13.0","13.0","6.5","2.2",".","2.2","4.3","",".",".","",".",".","8.7",".",".","."
"Graduate","","403","3.957","89.6","5.2","1.2",".",".",".",".",".","",".",".","",".","1.5","2.2","0.2",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","2046","3.604","56.3","22.6","11.4","2.9","1.4","1.1","1.0","0.2","",".",".","",".","0.3","2.3","0.3","0.0","0.0"
