"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDIEVAL STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","N","NR","Other"
"633
MEDIEVAL","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"","309
001 302","","1","3.500",".","100.0",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","309
001 304","","2","3.214",".","50.0","50.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Crusades: Christianity & Islam","Course Total","","3","3.300",".","66.7","33.3",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Intro-Byzantine History&Civ","313
001","","4","3.000","25.0",".","50.0",".","25.0","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Old English","320
001","","3","3.833","66.7","33.3",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"In Trans:Mythlgy-Scandnavia","342
001","","4","3.625","50.0","25.0","25.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"The Anglo-Saxons","360
001","","2","3.500",".","100.0",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Chaucer's Canterbury Tales","367
001","","2","2.000","50.0",".",".",".",".","",".","50.0","",".","",".",".","",".","",".","",".",".",".","."
"Kalevala&Finnish Folk-Lore","444
001","","5","3.700","60.0","20.0","20.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Jewish Civ-Medvl Spain(Eng)","473
001","","1","0.000",".",".",".",".",".","",".","100.0","",".","",".",".","",".","",".","",".",".",".","."
"Survey of Medieval Lit","503
001","","1","2.500",".",".",".","100.0",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Adv Intdis Stdy-Medvl Civ","550
001","","2","3.250",".","50.0","50.0",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Directed Study","699
030","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"633
MEDIEVAL","Dept. Total","","28","3.247","35.7","28.6","21.4","3.6","3.6","",".","7.1","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","2.750","50.0",".","25.0",".",".","",".","25.0","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","7","3.340","42.9","14.3","28.6",".","14.3","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","14","3.261","21.4","50.0","21.4",".",".","",".","7.1","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","25","3.211","32.0","32.0","24.0",".","4.0","",".","8.0","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","3.357","50.0",".",".","50.0",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","28","3.247","35.7","28.6","21.4","3.6","3.6","",".","7.1","",".","",".",".","",".","",".","",".",".",".","."
