"AGRICULTURAL AND APPLIED E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","N","NR","Other"
"108
A A E","Grades","GPA","","","","","","","","","","","","","","","",""
"990
080","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990
083","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Thesis
Course Total","17","",".",".",".",".",".",".",".","88.2","5.9",".",".","5.9",".",".",".","."
"Spec Work-Ag & Appl Economics
999
079","2","3.625","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"108
A A E
Dept. Total","463","3.057","23.3","13.8","27.9","12.7","12.7","2.2","0.9","3.7","0.2",".",".","0.2","2.2",".","0.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","",""
"Freshmen","97","2.979","16.5","16.5","29.9","20.6","16.5",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","87","2.938","14.9","12.6","36.8","14.9","16.1","2.3",".","1.1",".",".",".",".","1.1",".",".","."
"Junior","106","2.978","22.6","9.4","37.7","10.4","14.2","3.8","1.9",".",".",".",".",".",".",".",".","."
"Senior","102","3.015","27.5","12.7","24.5","14.7","13.7","3.9","2.0",".",".",".",".",".","1.0",".",".","."
"Undergraduates","392","2.979","20.7","12.8","32.1","15.1","15.1","2.6","1.0","0.3",".",".",".",".","0.5",".",".","."
"Special","3","4.000","33.3",".",".",".",".",".",".","33.3",".",".",".",".",".",".","33.3","."
"Graduate","68","3.768","38.2","20.6","4.4",".",".",".",".","22.1","1.5",".",".","1.5","11.8",".",".","."
"Dept. Total","463","3.057","23.3","13.8","27.9","12.7","12.7","2.2","0.9","3.7","0.2",".",".","0.2","2.2",".","0.2","."
