"BUS","","","","","","","","","","","","","","","","","",""
"OPERATIONS & INFORMATION M Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","N","NR","Other"
"238
O I M","Grades","GPA","","","","","","","","","","","","","","","",""
"Intro-Qual&Prodtvty Imprvmt
Course Total","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
030","1","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"799
037","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
058","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799
121","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rdg&Rsch-Operatns&Info Mgmt
Course Total","5","4.000","80.0",".",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"990
037","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"990
076","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"PhD Thesis-Operatns&Inf Mgt
Course Total","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Read&Rsch-Oper&Info Mgt PhD
999
093","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"238
O I M
Dept. Total","700","3.407","43.1","19.6","19.3","8.3","6.7","0.6","0.4","0.1",".",".",".","0.3","0.4","0.4","0.7","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"238
O I M","","","","","","","","","","","","","","","","","",""
"Junior","117","3.087","17.1","24.8","29.1","12.8","12.8","1.7",".",".",".",".",".",".",".","0.9","0.9","."
"Senior","227","3.074","20.7","20.7","28.6","14.1","11.9","0.9","1.3","0.4",".",".",".",".",".","0.9","0.4","."
"Undergraduates","344","3.078","19.5","22.1","28.8","13.7","12.2","1.2","0.9","0.3",".",".",".",".",".","0.9","0.6","."
"Special","17","3.147","35.3","11.8","17.6","17.6","17.6",".",".",".",".",".",".",".",".",".",".","."
"Graduate","335","3.789","67.8","17.0","9.9","2.4","0.6",".",".",".",".",".",".","0.6","0.9",".","0.9","."
"Prof Yr 3","4","3.773","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","4","3.773","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Dept. Total","700","3.407","43.1","19.6","19.3","8.3","6.7","0.6","0.4","0.1",".",".",".","0.3","0.4","0.4","0.7","."
