"Fall 2002-2003","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","N","NR","Other"
"888
SLAVIC","","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"","101","001","","32","3.387","43.8","12.5","21.9","12.5",".","6.3",".",".","",".",".","",".","",".",".","3.1",".","."
"","101","002","","17","3.594","41.2","41.2","5.9",".",".","5.9",".",".","",".",".","",".","",".",".",".","5.9","."
"","101","003","","19","3.395","36.8","26.3","15.8","21.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","101","004","","15","3.600","53.3","26.7","6.7","13.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"1st Semester Russian","","Course Total","","83","3.469","43.4","24.1","14.5","12.0",".","3.6",".",".","",".",".","",".","",".",".","1.2","1.2","."
"1st Semester Polish","111","001","","17","3.647","58.8","23.5","11.8",".",".","5.9",".",".","",".",".","",".","",".",".",".",".","."
"1st Semester Serbo-Croatian","141","001","","6","3.167","16.7","16.7","50.0","16.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Russ Honor Tutorial-Slav101","181","001","","17","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","203","001","","17","3.529","41.2","35.3","17.6",".","5.9",".",".",".","",".",".","",".","",".",".",".",".","."
"","203","002","","20","3.775","75.0","15.0","5.0",".","5.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Third Semester Russian","","Course Total","","37","3.662","59.5","24.3","10.8",".","5.4",".",".",".","",".",".","",".","",".",".",".",".","."
"Third Semester Czech","217","001","","3","3.000","33.3",".",".",".","33.3",".",".",".","",".",".","",".","",".","33.3",".",".","."
"3rd Semester Serbo-Croatian","251","001","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Third Year Russian I","275","001","","19","3.556","36.8","36.8","15.8","5.3",".",".",".","5.3","",".",".","",".","",".",".",".",".","."
"Third Year Polish I","277","001","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Russ Honor Tutorial-Slav203","283","001","","9","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Zarys historii lit polskiej","302","001","","5","3.700","60.0","20.0","20.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Russian Lang & Culture I","315","001","","10","3.800","80.0","10.0",".","10.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Fourth Year Russian I","321","001","","22","3.682","68.2","9.1","13.6","9.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Fourth Year Polish I","331","001","","8","3.875","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"1st Sem Intensive Serbo-Cr","341","001","","5","3.200","80.0",".",".",".",".",".","20.0",".","",".",".","",".","",".",".",".",".","."
"Tolstoy","424","001 301","","9","3.889","88.9",".","11.1",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"3rd Sem Intensive Serbo-Cro","441","001","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Third Semester Intensive Czech","451","001","","5","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Senior Honors Thesis","681","008","","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","699","005","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","008","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","010","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","013","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","699","015","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"Directed Study","","Course Total","","9","4.000","88.9",".",".",".",".",".",".",".","",".",".","",".","",".","11.1",".",".","."
"18th Century Russian Lit","702","001","","7","4.000","85.7",".",".",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Topics in Slavic Literature","755","001","","2","4.000","50.0",".",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"Methods-Teachng Slavic Lang","818","001","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"College Teaching of Russian","820","001","","6","3.917","83.3","16.7",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Smr-Russian Lit of 19C","910","001","","13","3.850","61.5","7.7","7.7",".",".",".",".",".","",".",".","",".","",".","23.1",".",".","."
"","991","004","","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","991","008","","5","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"","991","009","","1","",".",".",".",".",".",".",".",".","",".",".","",".","100.0","",".",".",".","."
"","991","017","","1","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".",".",".",".","."
"Indiv Research-Slavic Lit","","Course Total","","8","",".",".",".",".",".",".",".","75.0","",".",".","",".","25.0","",".",".",".","."
