"","990
015","2","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"","990
018","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
025","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Research and Thesis","Course Total","15","",".",".",".",".",".",".",".","13.3",".",".",".","86.7",".",".",".","."
"180
ART HIST","Dept. Total","1111","3.307","35.4","18.5","19.5","8.0","7.2","2.0","1.3","3.2",".",".",".","1.4","2.1","0.4","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","70","3.293","32.9","20.0","20.0","12.9","7.1","4.3",".",".",".",".",".",".","2.9",".",".","."
"Sophomore","","261","3.347","41.0","19.2","17.6","8.4","9.6","1.1","1.1","0.8",".",".",".",".","1.1",".",".","."
"Junior","","331","3.165","26.6","21.8","26.0","10.0","8.2","3.3","2.1","0.6",".",".",".",".","0.9","0.6",".","."
"Senior","","308","3.317","36.4","19.2","20.5","7.1","7.1","1.6","1.3","3.6",".",".",".","1.0","2.3",".",".","."
"Undergraduates","","970","3.271","34.0","20.1","21.5","8.9","8.1","2.3","1.4","1.5",".",".",".","0.3","1.5","0.2",".","."
"Special","","38","3.708","21.1","2.6","2.6",".","2.6",".",".","39.5",".",".",".",".",".","5.3","26.3","."
"Graduate","","101","3.785","53.5","9.9","6.9","2.0",".",".",".","5.9",".",".",".","12.9","7.9",".","1.0","."
"Prof Yr 2","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","2","3.250","50.0",".",".","50.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1111","3.307","35.4","18.5","19.5","8.0","7.2","2.0","1.3","3.2",".",".",".","1.4","2.1","0.4","1.0","."
