"754
PHYSICS","","Grades","GPA","","","","","","","","","","","","","","","",""
"","990
094","3","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
096","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research","Course Total","84","",".",".",".",".",".",".",".","75.0","1.2",".",".","21.4",".",".","2.4","."
"754
PHYSICS","Dept. Total","2743","2.995","20.2","18.5","23.8","14.6","15.0","2.4","0.9","2.5","0.0",".",".","0.7","0.7","0.2","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","222","3.115","23.4","21.6","24.3","14.4","12.2","1.8","0.5",".",".",".",".",".","1.8",".",".","."
"Sophomore","","862","2.955","17.7","18.8","25.2","18.8","15.7","2.3","0.7",".",".",".",".",".","0.8",".",".","."
"Junior","","906","2.948","18.7","17.7","25.2","16.3","18.0","2.5","0.9","0.1",".",".",".",".","0.3","0.2","0.1","."
"Senior","","440","2.958","21.8","18.2","23.4","12.0","16.1","4.3","2.0","0.2",".",".",".","0.5","0.9",".","0.5","."
"Undergraduates","","2430","2.967","19.3","18.5","24.8","16.3","16.3","2.7","1.0","0.1",".",".",".","0.1","0.7","0.1","0.1","."
"Special","","34","3.008","20.6","20.6","20.6","11.8","17.6","2.9",".",".",".",".",".",".","2.9",".","2.9","."
"Graduate","","278","3.478","27.3","18.3","16.2","0.7","3.2",".","0.4","24.1","0.4",".",".","6.5",".","1.4","1.4","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","2743","2.995","20.2","18.5","23.8","14.6","15.0","2.4","0.9","2.5","0.0",".",".","0.7","0.7","0.2","0.3","."
