"","990
025","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
028","2","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
030","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Research and Thesis","Course Total","12","",".",".",".",".",".",".",".","25.0",".",".",".","75.0",".",".",".","."
"636
M S & E","Dept. Total","489","3.357","40.7","19.2","19.8","6.1","3.3","1.8","1.0","2.2",".","0.2",".","4.5","0.6",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.276","69.4",".","11.1","8.3","5.6","2.8","2.8",".",".",".",".",".",".",".",".","."
"Sophomore","","125","3.183","29.6","20.0","30.4","12.0","4.0","1.6","1.6",".",".",".",".",".","0.8",".",".","."
"Junior","","71","3.362","38.0","22.5","23.9","2.8","5.6","1.4","1.4",".",".",".",".",".","1.4",".","2.8","."
"Senior","","132","3.378","42.4","25.0","18.9","5.3","3.0","3.8","0.8",".",".",".",".",".","0.8",".",".","."
"Undergraduates","","364","3.297","39.8","20.3","23.1","7.4","4.1","2.5","1.4",".",".",".",".",".","0.8",".","0.5","."
"Special","","2","2.250",".",".",".","50.0","50.0",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","123","3.642","43.9","16.3","10.6","1.6",".",".",".","8.9",".","0.8",".","17.9",".",".",".","."
"","Dept. Total","489","3.357","40.7","19.2","19.8","6.1","3.3","1.8","1.0","2.2",".","0.2",".","4.5","0.6",".","0.4","."
