"EDU","","","","","","","","","","","","","","","","","","","","","",""
"DANCE PROGRAM","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","","I","N","NR","Other"
"741
DANCE","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Sound Dsgn-Perf/Visual Arts","420
001","12","3.636","41.7","33.3","16.7",".",".","",".",".",".",".",".","",".","",".","8.3",".",".","."
"Ballet Technique IV","425
001","6","3.800","66.7",".","16.7",".",".","",".",".","16.7",".",".","",".","",".",".",".",".","."
"","451
001","12","3.792","75.0","16.7",".","8.3",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","451
002","4","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Dance Repertory Theater","Course Total","16","3.844","81.3","12.5",".","6.3",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Dance Composition III","455
001","7","3.929","85.7","14.3",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Multimedia Sound Design","520
001","6","3.250",".","50.0","50.0",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","560
001","8","3.688","37.5","62.5",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","560
002","5","3.900","80.0","20.0",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","560
003","5","3.300",".","60.0","40.0",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Current Topics-Dance:Wkshp","Course Total","18","3.639","38.9","50.0","11.1",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","699
004","1","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"","699
011","1","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Independent Project","Course Total","2","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"741
DANCE","Dept. Total","824","3.703","58.6","20.5","9.1","1.3","1.3","",".","0.1","5.8","0.2",".","",".","",".","2.2","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","87","3.697","59.8","25.3","10.3",".","2.3","",".",".",".",".",".","",".","",".","2.3",".",".","."
"Sophomore","","158","3.569","54.4","22.2","15.8","1.9","2.5","",".",".","1.3",".",".","",".","",".","1.9",".",".","."
"Junior","","256","3.758","66.0","21.5","6.3","2.0","0.4","",".",".","2.0","0.4",".","",".","",".","1.6",".",".","."
"Senior","","259","3.698","56.0","19.7","8.1","1.2","1.5","",".","0.4","9.3","0.4",".","",".","",".","2.7","0.8",".","."
"Undergraduates","","760","3.696","59.5","21.4","9.3","1.4","1.4","",".","0.1","4.1","0.3",".","",".","",".","2.1","0.3",".","."
"Special","","21","3.820","57.1","4.8","14.3",".",".","",".",".",".",".",".","",".","",".","4.8","19.0",".","."
"Graduate","","39","3.889","43.6","10.3","2.6",".",".","",".",".","43.6",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","3","3.750","33.3","33.3",".",".",".","",".",".",".",".",".","",".","",".","33.3",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".","",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","4","3.833","50.0","25.0",".",".",".","",".",".",".",".",".","",".","",".","25.0",".",".","."
"","Dept. Total","824","3.703","58.6","20.5","9.1","1.3","1.3","",".","0.1","5.8","0.2",".","",".","",".","2.2","0.7",".","."
