"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"CHICANA/O STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","N","NR","Other"
"228
CHIC/STD","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Intro to Chicana/o Studies","201
001","20","3.100","30.0","15.0","20.0","15.0","10.0","10.0","",".","",".","",".",".","",".","",".",".",".",".","."
"Intro-Chicana/o Cultrl Studies","210
001","28","3.500","32.1","35.7","32.1",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Intro-Chicano & Chicana Lit","234
001","33","3.606","45.5","30.3","24.2",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","330
001","14","3.923","78.6","14.3",".",".",".",".","",".","",".","",".",".","",".","",".","7.1",".",".","."
"","330
002","10","3.800","80.0",".","20.0",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","330
003","47","3.717","61.7","23.4","8.5","2.1","2.1",".","",".","",".","",".",".","",".","",".","2.1",".",".","."
"Topics in Chicano/a Studies","Course Total","71","3.768","67.6","18.3","8.5","1.4","1.4",".","",".","",".","",".",".","",".","",".","2.8",".",".","."
"","699
002","1","2.500",".",".",".","100.0",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
003","1","3.000",".",".","100.0",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Directed Study","Course Total","2","2.750",".",".","50.0","50.0",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"228
CHIC/STD","Dept. Total","154","3.582","50.6","23.4","18.2","3.2","1.9","1.3","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"228
CHIC/STD","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","24","3.438","33.3","25.0","37.5","4.2",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","28","3.286","25.0","32.1","25.0","10.7","7.1",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","49","3.719","63.3","20.4","10.2","2.0",".","2.0","",".","",".","",".",".","",".","",".","2.0",".",".","."
"Senior","","49","3.688","61.2","20.4","12.2",".","2.0","2.0","",".","",".","",".",".","",".","",".","2.0",".",".","."
"Undergraduates","","150","3.581","50.7","23.3","18.0","3.3","2.0","1.3","",".","",".","",".",".","",".","",".","1.3",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","3","3.500","33.3","33.3","33.3",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","154","3.582","50.6","23.4","18.2","3.2","1.9","1.3","",".","",".","",".",".","",".","",".","1.3",".",".","."
