"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","N","NR","Other"
"502
INTER-LS","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"","101
001","","19","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","101
002","","12","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Biological Sci","Course Total","","31","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Literature","103
001","","20","3.600","40.0","40.0","20.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"1st-Yr Seminar: Social Sci","106
001","","19","3.711","42.1","57.9",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","110
001","","17","3.656","47.1","29.4","17.6",".","",".","",".","",".",".",".",".",".",".","5.9",".",".","."
"","110
002","","20","3.475","20.0","55.0","25.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","110
003","","19","3.526","36.8","36.8","21.1","5.3","",".","",".","",".",".",".",".",".",".",".",".",".","."
"1st-Yr Smr: Humanities&Soc Sci","Course Total","","56","3.545","33.9","41.1","21.4","1.8","",".","",".","",".",".",".",".",".",".","1.8",".",".","."
"Undergrad Research Experience","250
001 301","","106","3.904","68.9","7.5","4.7",".","",".","",".","",".",".",".",".",".",".","2.8",".","16.0","."
"502
INTER-LS","Dept. Total","","232","3.768","59.9","21.6","9.1","0.4","",".","",".","",".",".",".",".",".",".","1.7",".","7.3","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","187","3.737","55.1","25.1","10.2","0.5","",".","",".","",".",".",".",".",".",".","2.1",".","7.0","."
"Sophomore","","","34","3.918","79.4","8.8","2.9",".","",".","",".","",".",".",".",".",".",".",".",".","8.8","."
"Junior","","","4","3.800","75.0",".","25.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","","7","4.000","85.7",".",".",".","",".","",".","",".",".",".",".",".",".",".",".","14.3","."
"Undergraduates","","","232","3.768","59.9","21.6","9.1","0.4","",".","",".","",".",".",".",".",".",".","1.7",".","7.3","."
"","Dept. Total","","232","3.768","59.9","21.6","9.1","0.4","",".","",".","",".",".",".",".",".",".","1.7",".","7.3","."
