"BIOSTATISTICS & MED INFORM","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","N","NR","Other"
"210
B M I","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Pract-Clin Trial Data Analysis","543
001","","1","",".",".",".",".",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Introduction to Bioinformatics","576
001","","11","3.273","18.2","54.5","9.1",".","18.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"210
B M I","Dept. Total","","12","3.273","16.7","50.0","8.3",".","16.7","",".","",".","",".","",".","8.3","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"210
B M I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","3.750","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","3.750","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","10","3.167","10.0","50.0","10.0",".","20.0","",".","",".","",".","",".","10.0","",".","",".","",".",".",".","."
"","Dept. Total","","12","3.273","16.7","50.0","8.3",".","16.7","",".","",".","",".","",".","8.3","",".","",".","",".",".",".","."
