"LAW","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","N","NR","Other"
"528
LAW","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"Law & Contemporary Problems","940
010","","7","4.000","85.7",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","14.3","."
"528
LAW","Dept. Total","","7","4.000","85.7",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","14.3","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","","3","4.000","66.7",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","33.3","."
"Prof Yr 2","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","3","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","4","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","7","4.000","85.7",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","14.3","."
