"","990
086","2","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
090","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
091","1","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
096","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research","Course Total","90","",".",".",".",".",".",".",".","57.8",".",".",".","42.2",".",".",".","."
"192
BACT","Dept. Total","1170","3.041","27.9","14.4","22.5","8.5","12.7","2.4","1.1","5.5",".",".",".","3.3","0.3","0.4","0.2","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
BACT","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","2.860","40.0",".","30.0","10.0","10.0",".","10.0",".",".",".",".",".",".",".",".","."
"Sophomore","","107","2.848","10.3","19.6","34.6","15.9","11.2","6.5","0.9",".",".",".",".",".",".","0.9",".","."
"Junior","","294","2.956","20.7","19.7","26.5","8.8","17.3","3.4","1.4",".",".",".",".",".","0.3",".",".","1.7"
"Senior","","314","2.940","23.6","11.1","25.8","13.7","17.8","3.5","1.3",".",".",".",".","0.3","0.6","1.3","0.3","0.6"
"Undergraduates","","725","2.932","20.7","15.7","27.4","12.0","16.6","3.9","1.4",".",".",".",".","0.1","0.4","0.7","0.1","1.0"
"Special","","21","2.387","9.5","19.0","23.8","4.8","23.8",".","14.3",".",".",".",".",".",".",".","4.8","."
"Graduate","","352","3.573","45.7","11.4","12.2","0.6","0.9",".",".","18.2",".",".",".","10.8","0.3",".",".","."
"Prof Yr 1","","69","2.896","18.8","14.5","23.2","14.5","29.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","1","2.000",".",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","72","2.907","19.4","15.3","22.2","13.9","29.2",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1170","3.041","27.9","14.4","22.5","8.5","12.7","2.4","1.1","5.5",".",".",".","3.3","0.3","0.4","0.2","0.6"
