"Fall 2002-2003","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY OF MEDICINE","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","N","NR","Other"
"452
HIST MED","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Health, Disease & Healing I","507
001  601","","9","3.500","44.4","22.2","22.2","11.1","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Dev Public Health-America","509
001","","16","3.625","43.8","37.5","18.8",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Greek & Roman Med & Phcy","561
001","","13","3.500","38.5","23.1","38.5",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Ethics of Modern Biotechnology","565
001","","7","3.571","28.6","57.1","14.3",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Clin Medicine Since 1750","575
001","","9","3.500","22.2","33.3","22.2",".","",".","",".","",".","11.1","",".",".","",".","",".","11.1",".",".","."
"Seminar: Science in America","915
001","","3","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Grad Studies-Medical Hist","919
001","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","999
001","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"","999
002","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Independent Study","Course Total","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"452
HIST MED","Dept. Total","","61","3.561","37.7","31.1","21.3","1.6","",".","",".","",".","6.6","",".",".","",".","",".","1.6",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"452
HIST MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","19","3.556","36.8","31.6","26.3",".","",".","",".","",".",".","",".",".","",".","",".","5.3",".",".","."
"Senior","","","33","3.516","33.3","36.4","24.2","3.0","",".","",".","",".","3.0","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","52","3.530","34.6","34.6","25.0","1.9","",".","",".","",".","1.9","",".",".","",".","",".","1.9",".",".","."
"Special","","","3","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","6","3.786","33.3","16.7",".",".","",".","",".","",".","50.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","61","3.561","37.7","31.1","21.3","1.6","",".","",".","",".","6.6","",".",".","",".","",".","1.6",".",".","."
