"Fall 2002-2003","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASIAN AMERICAN STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","N","NR","Other"
"184
ASIAN AM","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Intro to Asian Amer Studies","101
001","","45","3.561","44.4","26.7","13.3",".","6.7","",".","",".","8.9","",".",".","",".","",".","",".",".",".","."
"Asian American Movement","153
001","","6","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","220
001 304","","3","3.667","66.7",".","33.3",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","220
001 301","","5","3.500","60.0","20.0",".",".","20.0","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","220
001 302","","3","3.667","33.3","66.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Ethnic Movements in U.S.","Course Total","","11","3.591","54.5","27.3","9.1",".","9.1","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Topics-Asian Amer Culture","260
001","","16","3.707","75.0","6.3","12.5",".","6.3","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Survey of Asian Americn Lit","270
001","","5","3.400","20.0","40.0","40.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Asian Amer Women Writers","595
001","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"184
ASIAN AM","Dept. Total","","84","3.608","53.6","21.4","14.3",".","6.0","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"184
ASIAN AM","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","3","3.667","33.3","66.7",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","13","3.888","76.9","23.1",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","28","3.750","64.3","10.7","17.9",".",".","",".","",".","7.1","",".",".","",".","",".","",".",".",".","."
"Senior","","","39","3.417","38.5","25.6","17.9",".","12.8","",".","",".","5.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","83","3.607","53.0","21.7","14.5",".","6.0","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","84","3.608","53.6","21.4","14.3",".","6.0","",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
