"","990
021","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
023","1","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990
024","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research and Thesis","Course Total","39","",".",".",".",".",".",".",".","74.4","2.6",".",".","23.1",".",".",".","."
"396
FOREST","Dept. Total","409","3.628","53.8","15.6","8.8","3.9","2.2","1.0","0.2","9.0","0.2",".",".","2.4","2.2","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
FOREST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.583","71.4","14.3","4.8",".","9.5",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","73","3.684","67.1","15.1","6.8","5.5","2.7",".",".","1.4",".",".",".",".","1.4",".",".","."
"Junior","","77","3.578","57.1","15.6","9.1","6.5","3.9","3.9",".",".",".",".",".",".","2.6","1.3",".","."
"Senior","","129","3.626","55.0","21.7","11.6","3.1","1.6","0.8","0.8","1.6",".",".",".","0.8","3.1",".",".","."
"Undergraduates","","300","3.623","59.7","18.0","9.3","4.3","3.0","1.3","0.3","1.0",".",".",".","0.3","2.3","0.3",".","."
"Special","","4","4.000","75.0",".",".",".",".",".",".",".",".",".",".",".",".",".","25.0","."
"Graduate","","104","3.647","36.5","9.6","6.7","2.9",".",".",".","32.7","1.0",".",".","8.7","1.9",".",".","."
"Prof Yr 3","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","409","3.628","53.8","15.6","8.8","3.9","2.2","1.0","0.2","9.0","0.2",".",".","2.4","2.2","0.2","0.2","."
