"","999
009","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
011","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","999
015","4","3.786","50.0","25.0",".",".",".",".",".",".","",".",".","",".",".","25.0",".",".","."
"Independent Work","Course Total","11","3.921","81.8","9.1",".",".",".",".",".",".","",".",".","",".",".","9.1",".",".","."
"260
COMP LIT","Dept. Total","591","3.561","48.2","25.7","14.4","3.4","1.9","0.5","1.2","1.5","",".",".","",".","0.8","2.0","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"260
COMP LIT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","110","3.552","51.8","21.8","13.6","6.4","1.8","1.8","0.9",".","",".",".","",".",".","1.8",".",".","."
"Sophomore","","216","3.639","47.2","32.9","15.3","1.9","0.5",".",".",".","",".",".","",".",".","1.9","0.5",".","."
"Junior","","131","3.349","41.2","26.7","16.0","6.9","3.8",".","4.6",".","",".",".","",".","0.8",".",".",".","."
"Senior","","90","3.591","47.8","21.1","17.8",".","3.3","1.1",".","2.2","",".",".","",".","2.2","3.3","1.1",".","."
"Undergraduates","","547","3.542","46.8","27.2","15.5","3.7","2.0","0.5","1.3","0.4","",".",".","",".","0.5","1.6","0.4",".","."
"Special","","4","3.833","50.0","25.0",".",".",".",".",".","25.0","",".",".","",".",".",".",".",".","."
"Graduate","","40","3.966","67.5","5.0",".",".",".",".",".","15.0","",".",".","",".","5.0","7.5",".",".","."
"","Dept. Total","591","3.561","48.2","25.7","14.4","3.4","1.9","0.5","1.2","1.5","",".",".","",".","0.8","2.0","0.3",".","."
