"EDU","","","","","","","","","","","","","","","","","","","","","",""
"CURRICULUM AND INSTRUCTIO","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","N","NR","Other"
"272
CURRIC","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","Dept. Total","2505","3.933","68.8","6.3","1.1","0.4","0.0","",".","",".","2.4","0.0","14.9","",".","1.3","2.3","0.0","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.917","71.4","14.3",".",".",".","",".","",".",".",".",".","",".",".","14.3",".",".","."
"Sophomore","","37","3.916","83.8","16.2",".",".",".","",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","","290","3.927","84.5","10.0","1.4","0.3",".","",".","",".",".",".","3.1","",".",".","0.7",".",".","."
"Senior","","1422","3.929","67.2","5.3","1.5","0.5","0.1","",".","",".",".",".","23.4","",".",".","1.4",".",".","."
"Undergraduates","","1756","3.928","70.4","6.4","1.5","0.5","0.1","",".","",".",".",".","19.5","",".",".","1.3",".",".","."
"Special","","176","3.927","65.9","6.8",".","0.6",".","",".","",".",".",".","15.9","",".",".","2.3","0.6","1.1","."
"Graduate","","573","3.952","64.7","5.8","0.3",".",".","",".","",".","10.6","0.2","0.5","",".","5.8","5.2",".","0.9","."
"","Dept. Total","2505","3.933","68.8","6.3","1.1","0.4","0.0","",".","",".","2.4","0.0","14.9","",".","1.3","2.3","0.0","0.3","."
