"Fall 2002-2003","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","N","NR","Other"
"664
MUS PERF","","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"Elem/Intermediate Violin","","Course Total","","15","3.969","86.7","6.7",".",".",".","",".","",".","",".","",".",".","",".","",".","","6.7",".",".","."
"Elem/Intermediate Viola","233","004","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Elem/Intmed Cello","235","026","","6","3.824","66.7","33.3",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Elem/Intmed String Bass","237","066","","4","3.833","50.0","25.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","25.0"
"Fundamentals-Low Brass","24","001","","8","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Elem/Intmed Guitar","240","011","","4","3.750","75.0",".","25.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Accompanying","242","001","","7","3.714","42.9","57.1",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Second Year Composition","247","001","","6","3.083","33.3",".","16.7","50.0",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Fundamentals-Percussion","27","001","","7","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Advanced Techniques: Organ","303","042","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Fundamentals-High Strings","32","001","","12","3.667","66.7","16.7","8.3",".","8.3","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Adv Techniques: String Bass","337","023","","1","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","100.0","",".",".","."
"Advanced Techniques: Harp","339","021","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","342","001","","7","3.857","85.7",".","14.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","342","002","","2","3.750","50.0","50.0",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Piano Accompanying Lab","","Course Total","","9","3.833","77.8","11.1","11.1",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Third Year Composition","347","027","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
