"EDU","","","","","","","","","","","","","","","","","","","","","","","","",""
"ART EDUCATION (DEPT OF ART) Section","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","N","NR","Other"
"176
ART ED","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Teachng Art","322
002","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Art in Elementary Education","323
001","21","3.725","52.4","33.3","9.5",".","",".","",".","",".","",".","",".",".","",".",".",".","4.8",".","."
"Art in Secondary Education","324
001","20","3.842","70.0","20.0","5.0",".","",".","",".","",".","",".","",".",".","",".",".","5.0",".",".","."
"Practicum in Teaching Art","470
001","20","3.700","50.0","45.0",".","5.0","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Practicum in Teaching Art","493
001","20","3.974","90.0","5.0",".",".","",".","",".","",".","",".","",".",".","",".",".","5.0",".",".","."
"","699
059","5","4.000","80.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".","20.0","."
"","699
070","6","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Independent Reading & Rsch","Course Total","11","4.000","90.9",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".","9.1","."
"Contemp Practices in Art Ed","900
001","7","4.000","85.7",".",".",".","",".","",".","",".","",".","",".",".","",".",".","14.3",".",".","."
"Seminar in Art Education","951
001","7","3.800","42.9","28.6",".",".","",".","",".","",".","",".","",".",".","",".","28.6",".",".",".","."
"","999
059","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"","999
061","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"Adv Independent Reading","Course Total","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".",".","."
"176
ART ED","Dept. Total","109","3.823","68.8","21.1","2.8","0.9","",".","",".","",".","",".","",".",".","",".","1.8","2.8","0.9","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","85","3.800","69.4","23.5","3.5","1.2","",".","",".","",".","",".","",".",".","",".",".","2.4",".",".","."
"Undergraduates","","85","3.800","69.4","23.5","3.5","1.2","",".","",".","",".","",".","",".",".","",".",".","2.4",".",".","."
"Special","","6","3.893","66.7","16.7",".",".","",".","",".","",".","",".","",".",".","",".",".",".",".","16.7","."
"Graduate","","18","3.923","66.7","11.1",".",".","",".","",".","",".","",".","",".",".","",".","11.1","5.6","5.6",".","."
"","Dept. Total","109","3.823","68.8","21.1","2.8","0.9","",".","",".","",".","",".","",".",".","",".","1.8","2.8","0.9","0.9","."
