"L&S","","","","","","","","","","","","","","","","","","","","",""
"LANGUAGES AND CULTURES OF Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","N","NR","Other"
"910
LANGASIA","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"910
LANGASIA
Dept. Total","398","3.666","50.3","20.6","6.8","3.0","2.0","",".","0.5","12.1","",".",".","",".","0.5","3.3","0.5",".","0.5"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"910
LANGASIA","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","31","3.399","35.5","25.8","3.2","6.5","16.1","",".",".",".","",".",".","",".",".","9.7",".",".","3.2"
"Sophomore","79","3.649","48.1","32.9","12.7","2.5","1.3","",".",".","1.3","",".",".","",".",".",".",".",".","1.3"
"Junior","58","3.603","46.6","31.0","10.3","5.2","1.7","",".",".",".","",".",".","",".",".","3.4","1.7",".","."
"Senior","77","3.561","46.8","20.8","10.4","6.5","1.3","",".","1.3","5.2","",".",".","",".","1.3","5.2","1.3",".","."
"Undergraduates","245","3.578","45.7","27.8","10.2","4.9","3.3","",".","0.4","2.0","",".",".","",".","0.4","3.7","0.8",".","0.8"
"Special","13","3.804","53.8","30.8",".",".",".","",".",".",".","",".",".","",".",".","15.4",".",".","."
"Graduate","138","3.877","57.2","7.2","1.4",".",".","",".","0.7","31.2","",".",".","",".","0.7","1.4",".",".","."
"Prof Yr 3","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","2","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","398","3.666","50.3","20.6","6.8","3.0","2.0","",".","0.5","12.1","",".",".","",".","0.5","3.3","0.5",".","0.5"
