"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","N","NR","Other"
"814
PSYCHIAT","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"","812
041","","8","3.438","50.0",".","37.5","12.5","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","812
042","","11","3.700","63.6",".","27.3",".","",".","",".","",".",".",".",".",".",".","",".",".",".","9.1"
"","812
043","","13","3.615","46.2","30.8","23.1",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","812
044","","12","3.708","66.7","8.3","25.0",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Third Year Psychiatry","Course Total","","44","3.628","56.8","11.4","27.3","2.3","",".","",".","",".",".",".",".",".",".","",".",".",".","2.3"
"","919
001","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","919
042","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","2","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","922
041","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","922
044","","1","",".",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","100.0"
"","922
045","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","Course Total","","4","3.833","50.0","25.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","25.0"
"SpecAdultPsychClerk-Mendota","923
042","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","924
005","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","924
006","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","924
041","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","924
045","","2","",".",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","100.0"
"Child Psych Clerk-Mendota","Course Total","","5","3.750","20.0","40.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","40.0"
"","925
005","","1","",".",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","100.0"
"","925
042","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","925
043","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"","925
044","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Community Psy Clerk-CSC/MHC","Course Total","","4","4.000","75.0",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","25.0"
"814
PSYCHIAT","Dept. Total","","60","3.682","56.7","13.3","20.0","1.7","",".","",".","",".",".",".",".",".",".","",".",".",".","8.3"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","","4","",".",".",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","100.0"
"Prof Yr 1","","","1","3.500",".","100.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","","45","3.624","55.6","13.3","26.7","2.2","",".","",".","",".",".",".",".",".",".","",".",".",".","2.2"
"Prof Yr 4","","","10","3.950","90.0","10.0",".",".","",".","",".","",".",".",".",".",".",".","",".",".",".","."
"Professionals","","","56","3.682","60.7","14.3","21.4","1.8","",".","",".","",".",".",".",".",".",".","",".",".",".","1.8"
"","Dept. Total","","60","3.682","56.7","13.3","20.0","1.7","",".","",".","",".",".",".",".",".",".","",".",".",".","8.3"
