"Fall 2002-2003","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"INDUSTRIAL RELATIONS","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","N","NR","Other"
"492
IND REL","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"Race,Gendr,Ethn-Labor Markt","460
001","","27","3.580","37.0","37.0","14.8","3.7","",".","",".","",".",".",".",".",".",".","7.4",".",".","."
"Public Sector Bargaining","539
001","","13","3.538","38.5","30.8","30.8",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Directed Study","699
001","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Ind Rel Research Methods I","703
001","","17","3.588","58.8","11.8","17.6","11.8","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Industrial Relations Theory","705
001","","15","3.833","66.7","33.3",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Directed Study","799
004","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","990
020","","1","",".",".",".",".","",".","",".","",".",".",".",".",".","100.0",".",".",".","."
"","990
060","","2","",".",".",".",".","",".","",".","",".",".",".",".",".","100.0",".",".",".","."
"Research and Thesis","Course Total","","3","",".",".",".",".","",".","",".","",".",".",".",".",".","100.0",".",".",".","."
"","999
020","","1","4.000","100.0",".",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","999
067","","1","",".",".",".",".","",".","",".","",".",".",".",".",".","100.0",".",".",".","."
"Independent Reading","Course Total","","2","4.000","50.0",".",".",".","",".","",".","",".",".",".",".",".","50.0",".",".",".","."
"492
IND REL","Dept. Total","","79","3.641","48.1","26.6","13.9","3.8","",".","",".","",".",".",".",".",".","5.1","2.5",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","","5","3.100",".","40.0","40.0","20.0","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Senior","","","29","3.648","44.8","31.0","17.2",".","",".","",".","",".",".",".",".",".",".","6.9",".",".","."
"Undergraduates","","","36","3.574","38.9","33.3","19.4","2.8","",".","",".","",".",".",".",".",".",".","5.6",".",".","."
"Special","","","1","3.000",".",".","100.0",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Graduate","","","40","3.717","57.5","20.0","7.5","5.0","",".","",".","",".",".",".",".",".","10.0",".",".",".","."
"Prof Yr 3","","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"Professionals","","","2","3.750","50.0","50.0",".",".","",".","",".","",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","79","3.641","48.1","26.6","13.9","3.8","",".","",".","",".",".",".",".",".","5.1","2.5",".",".","."
