"VET","","","","","","","","","","","","","","","","","","","","","","","",""
"COMPARATIVE BIOSCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","N","NR","Other"
"934
COMP BIO","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"Fund Principles-Vet Anatomy","500
001 301","81","3.125","28.4","11.1","28.4","18.5","11.1","1.2","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Veterinary Histology","501
001 301","82","3.167","14.6","34.1","26.8","15.9","2.4","4.9","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Veterinary Develomntl Anat","503
001","81","3.388","35.8","25.9","22.2","8.6","4.9","1.2","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Veterinary Physiology A","551
001 301","83","3.091","25.3","14.5","30.1","10.8","15.7","2.4","",".","",".","",".",".","",".","",".","1.2",".",".","."
"","699
008","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
014","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","699
016","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Directed Study","Course Total","3","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"934
COMP BIO","Dept. Total","330","3.166","26.7","21.2","26.7","13.3","8.5","2.4","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"934
COMP BIO","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","3","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","322","3.152","25.2","21.7","27.0","13.7","8.7","2.5","",".","",".","",".",".","",".","",".","1.2",".",".","."
"Prof Yr 2","","4","3.750","75.0",".","25.0",".",".",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Professionals","","326","3.159","25.8","21.5","27.0","13.5","8.6","2.5","",".","",".","",".",".","",".","",".","1.2",".",".","."
"","Dept. Total","330","3.166","26.7","21.2","26.7","13.3","8.5","2.4","",".","",".","",".",".","",".","",".","1.2",".",".","."
