"Fall 2002-2003","","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","N","NR","Other"
"168
ART","","","Grades","","GPA","","","","","","","","","","","","","","","","","","",""
"","356","001","","13","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","356","002","","14","3.786","71.4","21.4",".","7.1",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Print Production Techniques","","Course Total","","27","3.889","85.2","11.1",".","3.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","366","001 301","","3","2.727",".",".","66.7",".","33.3",".",".",".","",".",".","",".","",".",".",".",".","."
"","366","001 302","","2","3.500",".","50.0",".",".",".",".",".",".","",".",".","",".","",".","50.0",".",".","."
"","366","001 303","","2","3.250","50.0",".",".","50.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Stage Lighting I","","Course Total","","7","3.000","14.3","14.3","28.6","14.3","14.3",".",".",".","",".",".","",".","",".","14.3",".",".","."
"","376","001","","15","3.867","80.0","13.3","6.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","376","002","","14","3.857","71.4","28.6",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Photography","","Course Total","","29","3.862","75.9","20.7","3.4",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","412","001","","7","3.786","57.1","42.9",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","412","002","","3","3.667","66.7",".","33.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Intermediate Drawing II","","Course Total","","10","3.750","60.0","30.0","10.0",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sound Dsgn-Perf/Visual Arts","420","001","","2","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Intermediate Painting II","422","001","","8","3.429","25.0","25.0","37.5",".",".",".",".",".","",".",".","",".","",".","12.5",".",".","."
"Computer Imaging Techniques","428","001","","9","3.667","55.6","22.2","22.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","448","001","","19","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","448","002","","14","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Special Topics","","Course Total","","33","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Concept&Methodol of Figuration","452","001","","11","3.818","63.6","36.4",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Interdis Studies in the Arts","469","001","","12","4.000","83.3",".",".",".",".",".",".",".","",".",".","",".","",".",".","16.7",".","."
"Intermediate Photography","476","001","","9","3.778","55.6","44.4",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Relief Printmaking","506","001","","4","3.864","75.0","25.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Colloquium in Art","508","001","","93","3.810","80.6","10.8","2.2","3.2","1.1",".","1.1",".","",".",".","",".","",".",".",".",".","1.1"
"Advanced Drawing I","512","001","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Sculpture I","514","001","","5","3.773","40.0","40.0",".",".",".",".",".",".","",".",".","",".","",".","20.0",".",".","."
"Artist's Video","518","001","","8","3.625","62.5","12.5","12.5","12.5",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Painting I","522","001","","5","4.000","80.0",".",".",".",".",".",".",".","",".",".","",".","",".","20.0",".",".","."
"Advanced Ceramics I","524","001","","10","3.483","40.0","40.0","10.0",".",".","10.0",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Etching/Intaglio","526","001","","9","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Computer-Mediated Art","528","001","","4","4.000","75.0",".",".",".",".",".",".",".","",".",".","",".","",".","25.0",".",".","."
"","532","001","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","532","002","","3","3.833","66.7","33.3",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Life Drawing I","","Course Total","","5","3.900","80.0","20.0",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Wood Working","534","001","","12","3.727","58.3","16.7","16.7",".",".",".",".","8.3","",".",".","",".","",".",".",".",".","."
"Advanced Serigraphy","536","001","","3","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Watercolor I","542","001","","4","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Advanced Art Metal I","544","001","","8","4.000","37.5",".",".",".",".",".",".",".","",".",".","",".","",".","50.0","12.5",".","."
