"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1916","3.670","53.5","20.3","8.1","2.7","1.1","0.2","0.4","3.5","",".","9.9",".","0.2","",".",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","3.724","65.9","13.6","15.9",".","2.3",".",".",".","",".","2.3",".",".","",".",".",".","."
"Sophomore","","44","3.843","81.8","9.1","2.3",".","4.5",".",".",".","",".","2.3",".",".","",".",".",".","."
"Junior","","338","3.528","40.5","15.4","10.4","3.0","1.8","0.3","0.6","0.6","",".","27.5",".",".","",".",".",".","."
"Senior","","1051","3.655","53.2","22.9","9.2","3.3","1.0","0.3","0.5","0.6","",".","8.8",".","0.1","",".",".",".","0.1"
"Undergraduates","","1477","3.636","51.5","20.5","9.5","3.0","1.3","0.3","0.5","0.5","",".","12.7",".","0.1","",".",".",".","0.1"
"Special","","16","3.686","56.3","18.8","18.8",".",".",".",".","6.3","",".",".",".",".","",".",".",".","."
"Graduate","","416","3.795","60.3","19.5","3.1","1.7","0.7",".",".","13.9","",".","0.2",".","0.5","",".",".",".","."
"Prof Yr 4","","7","3.833","57.1","28.6",".",".",".",".",".",".","",".",".",".",".","",".",".",".","14.3"
"Professionals","","7","3.833","57.1","28.6",".",".",".",".",".",".","",".",".",".",".","",".",".",".","14.3"
"","College Total","1916","3.670","53.5","20.3","8.1","2.7","1.1","0.2","0.4","3.5","",".","9.9",".","0.2","",".",".",".","0.1"
