"BUS","","","","","","","","","","","","","","","","","","","","","","","",""
"ACTUARIAL SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Actuarial Science Methods I","300
001","38","3.892","94.7",".",".",".",".",".","2.6",".","",".","",".",".","",".","",".","",".",".","2.6"
"Actuarial Science Methods II","301
001","15","3.833","80.0","13.3",".","6.7",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Theory-Interst & Life Insur","303
001","25","3.220","52.0","12.0","20.0",".","4.0","4.0","8.0",".","",".","",".",".","",".","",".","",".",".","."
"Actuarial Mathematics I","650
001","55","3.336","36.4","10.9","45.5","1.8","3.6","1.8",".",".","",".","",".",".","",".","",".","",".",".","."
"Loss Models I","652
001","45","3.378","24.4","28.9","44.4","2.2",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","178","3.395","51.7","13.5","28.1","1.7","1.7","1.1","1.7","",".","",".",".","",".","",".","",".",".",".","0.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","19","3.538","78.9",".","10.5",".","5.3",".",".","",".","",".",".","",".","",".","",".",".",".","5.3"
"Junior","","55","3.358","61.8","10.9","20.0","1.8","1.8","1.8","1.8","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","85","3.350","35.3","18.8","41.2","1.2","1.2","1.2","1.2","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","159","3.366","49.7","13.8","30.2","1.3","1.9","1.3","1.3","",".","",".",".","",".","",".","",".",".",".","0.6"
"Special","","3","2.071","33.3",".",".","33.3",".",".","33.3","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","16","3.813","75.0","12.5","12.5",".",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","178","3.395","51.7","13.5","28.1","1.7","1.7","1.1","1.7","",".","",".",".","",".","",".","",".",".",".","0.6"
