"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","122
004","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Oral Communicatn Skills","Course Total","42","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Myth and Literature","155
001","18","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Shakespeare","162
001","285","3.284","27.7","33.7","20.7","8.1","7.0","1.1","1.1",".",".",".",".",".",".","0.7",".","."
"","167
001","31","3.480","29.0","22.6","25.8","3.2",".",".",".","19.4",".",".",".",".",".",".",".","."
"","002
167","207","3.138","14.0","34.3","29.5","15.5","4.8","1.0","1.0",".",".",".",".",".",".",".",".","."
"Intro-Brit & Amer Lit pre-1914","Course Total","238","3.175","16.0","32.8","29.0","13.9","4.2","0.8","0.8","2.5",".",".",".",".",".",".",".","."
"Intro to Modern Lit since 1900","002
168","285","3.287","22.8","35.4","26.0","9.8","4.6","0.7","0.4",".",".",".",".",".",".",".",".","0.4"
"","169
001","142","3.358","19.7","44.4","24.6","8.5","2.1",".",".","0.7",".",".",".",".",".",".",".","."
"","002
169","247","3.389","30.0","35.6","21.5","6.5","4.5","0.8",".","0.8",".",".",".",".",".","0.4",".","."
"","003
169","300","3.561","46.3","30.3","17.7","1.7","0.7","1.3","0.7","0.3",".",".",".",".","0.3",".","0.7","."
"","004
169","18","2.944","16.7","11.1","50.0","11.1","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"Intro to Modern American Lit","Course Total","707","3.439","34.5","34.5","21.2","5.0","2.4","0.8","0.4","0.6",".",".",".",".","0.1","0.1","0.3","."
"Intro to Lit of Native America","172
001","150","3.379","29.3","32.7","26.0","8.0","2.7","0.7",".","0.7",".",".",".",".",".",".",".","."
"Intro-Ethnic&Multicultural Lit","173
001","18","3.750","72.2","11.1","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Freshman Honors Seminar","181
001","14","3.607","50.0","21.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","201
001","16","3.156","25.0","37.5","12.5","18.8",".",".","6.3",".",".",".",".",".",".",".",".","."
"","002
201","15","3.633","60.0","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
201","17","3.706","52.9","41.2",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","004
201","17","3.412","64.7","23.5",".",".",".",".","11.8",".",".",".",".",".",".",".",".","."
"","005
201","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
201","15","3.700","60.0","33.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"","007
201","17","3.824","76.5","17.6",".","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","008
201","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
201","19","3.579","52.6","15.8","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","010
201","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
201","14","3.607","57.1","21.4","7.1","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","012
201","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","013
201","14","3.500","35.7","35.7","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"Intermediate Composition","Course Total","214","3.685","65.0","21.0","7.5","4.7","0.5",".","1.4",".",".",".",".",".",".",".",".","."
"","203
001","17","3.853","70.6","29.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
203","19","3.816","78.9","10.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","003
203","14","3.821","78.6","14.3",".","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","17","3.853","76.5","17.6","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
203","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
203","15","3.633","46.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Creatv Writng:Beg Fict&Poet","Course Total","96","3.828","75.0","18.8","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"British Literature Before 1750","001
215","157","2.702","5.7","11.5","47.8","12.1","14.6","2.5","5.1",".",".",".",".",".",".","0.6",".","."
"","216
001","149","3.473","34.9","41.6","16.8","3.4","1.3","0.7","1.3",".",".",".",".",".",".",".",".","."
"","002
216","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"British&Anglo Lit 1750-Present","Course Total","162","3.494","37.0","41.4","15.4","3.1","1.2","0.6","1.2",".",".",".",".",".",".",".",".","."
"American Literature","217
001","181","3.337","22.1","41.4","27.6","6.1","1.1",".","1.7",".",".",".",".",".",".",".",".","."
"Shakespearean Drama","219
001","178","2.646","9.0","11.8","38.2","12.9","15.2","5.6","5.6","1.7",".",".",".",".",".",".",".","."
"","236
001","18","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 204 of 410",""
