"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"HORTICULTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","",""
"120
Survey of Horticulture","001","64","3.180","9.4","50.0","23.4","7.8","7.8",".","1.6",".",".",".",".",".",".",".",".","."
"122
Introductory Horticulture","001","19","3.556","42.1","26.3","21.1","5.3",".",".",".","5.3",".",".",".",".",".",".",".","."
"232
Herbaceous Ornamntl Plant I","002","34","3.044","29.4","17.6","29.4","8.8","2.9","8.8","2.9",".",".",".",".",".",".",".",".","."
"261
Turf Management","001","7","2.500",".","14.3","28.6","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".","."
"263
Landscape Plants I","001","15","3.200","46.7","13.3","13.3",".","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"299","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"320
Environment of Hort Plants","001","27","3.204","25.9","25.9","33.3","7.4",".","7.4",".",".",".",".",".",".",".",".",".","."
"328
Integrated Weed Management","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"332
Nutrient Managmnt:Turfgrass","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"339
Plant Biotech:Prin&Technique I","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"370
World Vegetable Crops","001","33","3.273","48.5","9.1","21.2","9.1","6.1","3.0","3.0",".",".",".",".",".",".",".",".","."
"375
Special Topics","001","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"399","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"399","034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"399","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","Course Total","8","3.111","62.5",".","25.0",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"550
Molec Approach-Crop Improvt","001","27","2.981","14.8","25.9","37.0",".","14.8","7.4",".",".",".",".",".",".",".",".",".","."
"571
Stat Meth for Bioscience I","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","2","***","","","","","","","","","","","","","","","",""
"811
Biometric Proc-Plnt Breedng","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"957
Seminar-Plant Breeding","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","022","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","3","***","","","","","","","","","",".",".",".",".",".",".","."
