"Fifth Semester Urdu","571
001","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Thai Poetry","617
001","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".","",".","","16.7",".",".","."
"Advanced Readings in Tibetan","677
001","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"LCA LANG
522","Dept. Total","259","3.753","71.4","15.1","7.3","1.2","1.9","0.4","0.4","1.2","0.4",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"522
LCA LANG","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.464","55.9","23.5","8.8","2.9","2.9","2.9","2.9",".",".",".","",".","",".",".",".",".","."
"Sophomore","","62","3.656","61.3","21.0","8.1","3.2","4.8",".",".",".",".",".","",".","",".","1.6",".",".","."
"Junior","","43","3.846","79.1","14.0","7.0",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Senior","","60","3.854","78.3","8.3","10.0",".",".",".",".","1.7","1.7",".","",".","",".",".",".",".","."
"Undergraduates","","199","3.721","69.3","16.1","8.5","1.5","2.0","0.5","0.5","0.5","0.5",".","",".","",".","0.5",".",".","."
"Special","","10","3.714","70.0","10.0",".",".","10.0",".",".","10.0",".",".","",".","",".",".",".",".","."
"Graduate","","49","3.899","79.6","12.2","4.1",".",".",".",".","2.0",".",".","",".","",".","2.0",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","259","3.753","71.4","15.1","7.3","1.2","1.9","0.4","0.4","1.2","0.4",".","",".","",".","0.8",".",".","."
