"","078
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","079
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"","080
990","1","***","","","","","","","","","","",".",".",".","",".",".",".","."
"Research and Thesis","Course Total","59","",".",".",".",".",".","",".",".","98.3","1.7",".",".","",".",".",".",".","."
"NEUROSCI
682","Dept. Total","351","3.516","34.2","12.0","10.8","0.6","2.3","",".","0.3","32.2","0.3","7.1",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0",".",".","",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","21","3.616","57.1","19.0","23.8",".",".","",".",".",".",".",".",".","",".",".",".",".","."
"Senior","","134","3.467","57.5","17.9","17.2","1.5","5.2","",".","0.7",".",".",".",".","",".",".",".",".","."
"Undergraduates","","156","3.482","57.1","17.9","18.6","1.3","4.5","",".","0.6",".",".",".",".","",".",".",".",".","."
"Special","","4","3.136",".","25.0","50.0",".",".","",".",".","25.0",".",".",".","",".",".",".",".","."
"Graduate","","173","3.601","15.0","6.9","4.0",".","0.6","",".",".","59.0","0.6","13.3",".","",".","0.6",".",".","."
"Prof Yr 3","","10","3.833","30.0","10.0",".",".",".","",".",".","40.0",".","20.0",".","",".",".",".",".","."
"Prof Yr 4","","8","4.000","25.0",".",".",".",".","",".",".","75.0",".",".",".","",".",".",".",".","."
"Professionals","","18","3.875","27.8","5.6",".",".",".","",".",".","55.6",".","11.1",".","",".",".",".",".","."
"","Dept. Total","351","3.516","34.2","12.0","10.8","0.6","2.3","",".","0.3","32.2","0.3","7.1",".","",".","0.3",".",".","."
