"TERM : 1082","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2007-2008","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"ENTOMOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"ENTOM
355","Dept. Total","261","3.504","42.1","26.4","11.1","4.2","4.2","1.1","0.4","6.9","",".",".","",".","2.7","",".",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"355
ENTOM","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.643","28.6","71.4",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","55","3.233","16.4","49.1","18.2","7.3","5.5","1.8","1.8",".","",".",".","",".",".","",".",".",".","."
"Junior","","66","3.632","60.6","16.7","13.6","6.1","3.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","71","3.495","49.3","28.2","7.0","4.2","7.0","2.8",".",".","",".",".","",".",".","",".",".","1.4","."
"Undergraduates","","199","3.473","43.2","31.7","12.1","5.5","5.0","1.5","0.5",".","",".",".","",".",".","",".",".","0.5","."
"Special","","2","3.000","50.0",".",".",".","50.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","60","3.760","38.3","10.0","8.3",".",".",".",".","30.0","",".",".","",".","11.7","",".",".","1.7","."
"","Dept. Total","261","3.504","42.1","26.4","11.1","4.2","4.2","1.1","0.4","6.9","",".",".","",".","2.7","",".",".","0.8","."
