"Topics in Luso-Braziln Lit","","","","","","","","","","","","","","","","","","","","","","",""
"Directed Study","699
007","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar: Brazilian Literature","751
001","9","3.722","44.4","55.6",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Thesis","990
032","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PORTUG
782","Dept. Total","209","2.997","35.4","16.3","16.3","7.7","11.0","7.7","3.8","1.4","",".",".","",".","",".","",".",".",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"782
PORTUG","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","37","3.221","43.2","5.4","27.0","13.5","5.4","5.4",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","51","2.613","17.6","23.5","15.7","9.8","13.7","9.8","9.8",".","",".",".","",".","",".","",".",".",".","."
"Junior","","45","2.592","20.0","13.3","20.0","11.1","11.1","20.0","4.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","3.189","38.1","19.0","14.3","2.4","19.0",".","2.4","2.4","",".",".","",".","",".","",".",".",".","2.4"
"Undergraduates","","175","2.868","28.6","16.0","18.9","9.1","12.6","9.1","4.6","0.6","",".",".","",".","",".","",".",".",".","0.6"
"Special","","3","3.727","66.7",".","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","31","3.821","71.0","19.4",".",".","3.2",".",".","6.5","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","209","2.997","35.4","16.3","16.3","7.7","11.0","7.7","3.8","1.4","",".",".","",".","",".","",".",".",".","0.5"
