"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
050","19","3.316","21.1","36.8","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","051
100","19","3.026","10.5","21.1","42.1","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"Freshman Composition","Course Total","896","3.559","43.3","33.3","17.4","3.6","1.8","0.3",".",".",".",".",".",".","0.1",".",".","0.2"
"","110
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","002
110","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","003
110","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL:Intmed Engl Lang Skills","114
001","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","115
001","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","002
115","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","003
115","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Grammar-Academic Use","Course Total","46","",".",".",".",".",".",".",".",".",".","97.8","2.2",".",".",".",".","."
"","116
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"","002
116","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","003
116","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","004
116","18","",".",".",".",".",".",".",".",".",".","88.9","11.1",".",".",".",".","."
"","005
116","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","006
116","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","007
116","17","",".",".",".",".",".",".",".",".",".","88.2","11.8",".",".",".",".","."
"","008
116","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"ESL:Academc Readng&Vocablry","Course Total","134","",".",".",".",".",".",".",".",".",".","94.0","6.0",".",".",".",".","."
"","001
117","14","",".",".",".",".",".",".",".",".",".","78.6","21.4",".",".",".",".","."
"","002
117","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","003
117","14","",".",".",".",".",".",".",".",".",".","92.9","7.1",".",".",".",".","."
"","004
117","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","005
117","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","006
117","16","",".",".",".",".",".",".",".",".",".","87.5","12.5",".",".",".",".","."
"","008
117","17","",".",".",".",".",".",".",".",".",".","94.1","5.9",".",".",".",".","."
"","009
117","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","010
117","16","",".",".",".",".",".",".",".",".",".","81.3","18.8",".",".",".",".","."
"","011
117","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"ESL: Academic Writing I","Course Total","155","",".",".",".",".",".",".",".",".",".","92.3","7.7",".",".",".",".","."
"","118
001","16","3.656","56.3","18.8","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
118","15","3.633","53.3","26.7","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","003
118","12","3.542","58.3","25.0",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","004
118","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
118","13","3.385","30.8","30.8","30.8",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","006
118","14","3.214","50.0","7.1","21.4","7.1","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"","008
118","16","3.406","50.0","18.8","18.8",".","6.3","6.3",".",".",".",".",".",".",".",".",".","."
"","009
118","11","3.273","27.3","27.3","27.3","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","011
118","14","3.321","28.6","35.7","21.4",".","14.3",".",".",".",".",".",".",".",".",".",".","."
"","012
118","14","3.071","28.6","28.6","14.3","14.3","7.1",".","7.1",".",".",".",".",".",".",".",".","."
"ESL: Academic Writing II","Course Total","136","3.423","44.1","25.0","18.4","3.7","6.6","0.7","1.5",".",".",".",".",".",".",".",".","."
"","002
122","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","003
122","14","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 203 of 410",""
