"PhD Thesis-Risk&Insurance","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"","999
039","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","079
999","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Read&Rsch-Risk Mgt&Ins Phd","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"R M I
241","Dept. Total","397","3.174","24.2","21.4","33.2","9.6","7.6","2.8","",".","1.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"241
R M I","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.000",".",".",".",".","100.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","41","3.037","22.0","19.5","31.7","12.2","7.3","7.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","145","3.014","20.0","15.9","35.2","11.7","13.8","3.4","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","151","3.242","23.8","25.2","35.8","9.9","3.3","2.0","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","339","3.112","21.8","20.4","34.8","10.9","8.8","3.2","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.125","25.0",".","50.0","25.0",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","54","3.600","38.9","29.6","22.2",".",".",".","",".","9.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","397","3.174","24.2","21.4","33.2","9.6","7.6","2.8","",".","1.3","",".",".","",".","",".","",".",".",".","."
