"American Indian Folklore","431
001","4","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Folklore-Festivls&Celebratn","539
001","10","3.650","80.0","10.0",".",".",".","10.0",".",".",".","",".",".","",".","",".","",".",".","."
"Seminar-American Folklore","630
001","11","3.864","90.9",".",".","9.1",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"Independ Stdy-Folklore Grad","699
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","300","3.407","46.3","20.7","14.7","8.0","3.3","3.3","1.3","2.3","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","44","2.988","20.5","15.9","36.4","15.9","4.5","4.5","2.3",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","43","3.108","25.6","25.6","23.3","11.6","7.0","7.0",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","64","3.410","43.8","23.4","18.8","4.7","1.6","4.7","1.6","1.6","",".",".","",".","",".","",".",".",".","."
"Senior","","130","3.571","57.7","20.8","4.6","6.9","3.1","1.5","1.5","3.8","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","281","3.371","43.8","21.4","15.7","8.5","3.6","3.6","1.4","2.1","",".",".","",".","",".","",".",".",".","."
"Special","","2","3.500",".","50.0",".",".",".",".",".","50.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","17","3.971","94.1","5.9",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","300","3.407","46.3","20.7","14.7","8.0","3.3","3.3","1.3","2.3","",".",".","",".","",".","",".",".",".","."
