"Directed Study-Afro-Am Stdy","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"","790
008","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","022
790","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","679","3.463","43.4","26.4","13.4","5.7","4.0","1.6","0.7","4.3","",".",".","",".","",".","0.3",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","55","3.565","61.8","16.4","7.3","9.1","3.6",".","1.8",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","125","3.361","40.8","29.6","13.6","5.6","3.2","4.8","1.6",".","",".",".","",".","",".",".",".",".","0.8"
"Junior","","191","3.403","38.7","28.8","11.0","10.5","6.3","1.0",".","3.7","",".",".","",".","",".",".",".",".","."
"Senior","","276","3.498","42.8","26.1","17.0","2.5","3.3","1.1","0.7","6.5","",".",".","",".","",".",".",".",".","."
"Undergraduates","","647","3.449","42.8","26.7","13.8","6.0","4.2","1.7","0.8","3.9","",".",".","",".","",".",".",".",".","0.2"
"Special","","4","4.000","50.0",".",".",".",".",".",".","25.0","",".",".","",".","",".","25.0",".",".","."
"Graduate","","28","3.789","57.1","21.4","7.1",".",".",".",".","10.7","",".",".","",".","",".","3.6",".",".","."
"","Dept. Total","679","3.463","43.4","26.4","13.4","5.7","4.0","1.6","0.7","4.3","",".",".","",".","",".","0.3",".",".","0.1"
