"CHEMISTRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"","103
001","347","2.895","22.2","11.8","34.9","6.3","17.0","4.0","3.5",".",".",".",".",".",".","0.3",".","."
"","002
103","373","3.056","27.6","11.0","33.5","6.2","19.6","1.6","0.5",".",".",".",".",".",".",".",".","."
"","003
103","351","3.028","25.9","10.8","34.5","6.3","19.7","2.8",".",".",".",".",".",".",".",".",".","."
"","004
103","324","2.954","24.1","9.9","35.2","6.8","19.1","3.7","1.2",".",".",".",".",".",".",".",".","."
"","005
103","344","3.234","34.6","19.8","22.7","13.1","6.1","2.9","0.9",".",".",".",".",".",".",".",".","."
"","006
103","134","3.030","23.9","17.9","29.1","9.0","15.7","3.7","0.7",".",".",".",".",".",".",".",".","."
"General Chemistry","Course Total","1873","3.034","26.7","13.0","31.9","7.8","16.3","3.0","1.2",".",".",".",".",".",".","0.1",".","."
"General Chemistry","104
001","325","2.478","10.5","3.4","33.8","4.6","35.7","8.9","2.8",".",".",".",".",".",".",".",".","0.3"
"General Chemistry","108
001","188","2.848","18.1","14.9","30.9","11.2","18.1","3.7","3.2",".",".",".",".",".",".",".",".","."
"","109
001","261","3.100","23.4","17.6","28.4","21.5","7.7","0.8","0.8",".",".",".",".",".",".",".",".","."
"","002
109","222","3.255","30.2","20.7","24.3","19.4","5.4",".",".",".",".",".",".",".",".",".",".","."
"","003
109","225","3.158","21.3","26.7","23.6","20.0","8.0","0.4",".",".",".",".",".",".",".",".",".","."
"Advanced General Chemistry","Course Total","708","3.167","24.9","21.5","25.6","20.3","7.1","0.4","0.3",".",".",".",".",".",".",".",".","."
"Chemical Principles I","115
001","40","3.713","62.5","20.0","15.0","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"","299
012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","028
299","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","039
299","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","059
299","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","081
299","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","327
001","81","3.025","32.1","8.6","32.1","3.7","17.3","3.7","2.5",".",".",".",".",".",".",".",".","."
"Fundamentals of Analytical Sci","329
001","61","3.156","24.6","23.0","29.5","14.8","4.9","1.6","1.6",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","341
001","140","2.714","20.0","14.3","21.4","18.6","10.7","9.3","5.7",".",".",".",".",".",".",".",".","."
"","342
001","8","3.188","37.5","12.5","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"","002
342","11","3.273","18.2","36.4","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","003
342","10","3.350","30.0","20.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","004
342","10","3.050","20.0","30.0","20.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".","."
"","005
342","7","3.500","42.9","28.6","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Organic Chemistry Lab","Course Total","46","3.261","28.3","26.1","23.9","17.4","2.2","2.2",".",".",".",".",".",".",".",".",".","."
"","343
001","374","2.779","16.0","9.4","34.8","5.3","30.7","1.9","1.9",".",".",".",".",".",".",".",".","."
"","002
343","251","2.805","17.9","10.8","31.9","13.1","18.3","6.0","2.0",".",".",".",".",".",".",".",".","."
"","003
343","241","2.600","17.8","9.5","30.3","8.3","17.8","7.9","8.3",".",".",".",".",".",".",".",".","."
"","004
343","43","3.198","30.2","14.0","39.5","7.0","7.0",".","2.3",".",".",".",".",".",".",".",".","."
"Intro Organic Chemistry","Course Total","909","2.759","17.7","10.0","33.0","8.4","22.8","4.5","3.6",".",".",".",".",".",".",".",".","."
"","001
344","16","3.406","31.3","37.5","18.8","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","002
344","17","3.088","23.5","23.5","35.3","5.9","5.9",".","5.9",".",".",".",".",".",".",".",".","."
"","003
344","16","3.281","31.3","25.0","18.8","18.8","6.3",".",".",".",".",".",".",".",".",".",".","."
"","004
344","16","3.250","25.0","25.0","31.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","005
344","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
344","13","3.038","23.1","23.1","15.4","30.8",".","7.7",".",".",".",".",".",".",".",".",".","."
"","007
344","12","3.000","16.7","33.3","16.7","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".","."
"","008
344","12","3.333","25.0","33.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","009
344","12","3.333","33.3","25.0","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","010
344","18","3.472","27.8","38.9","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
