"","999
008","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","016
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","019
999","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","726","3.528","49.0","22.9","17.8","4.0","2.3","1.2","0.3","2.2","",".",".","",".","",".","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.491","46.3","22.2","25.9","1.9","1.9",".","1.9",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","110","3.482","46.4","20.9","23.6","4.5","2.7","1.8",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","134","3.411","41.0","25.4","20.9","6.0","3.7","2.2","0.7",".","",".",".","",".","",".",".",".",".","."
"Senior","","362","3.556","50.8","24.9","16.6","4.1","2.2","1.1",".","0.3","",".",".","",".","",".",".",".",".","."
"Undergraduates","","660","3.507","47.7","24.1","19.4","4.4","2.6","1.4","0.3","0.2","",".",".","",".","",".",".",".",".","."
"Special","","7","3.667","42.9","28.6","14.3",".",".",".",".","14.3","",".",".","",".","",".",".",".",".","."
"Graduate","","59","3.928","64.4","8.5",".",".",".",".",".","23.7","",".",".","",".","",".","1.7",".","1.7","."
"","Dept. Total","726","3.528","49.0","22.9","17.8","4.0","2.3","1.2","0.3","2.2","",".",".","",".","",".","0.1",".","0.1","."
