"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","94432","3.206","33.7","21.1","20.8","8.0","8.1","2.3","1.4","2.7","0.0","1.2","0.0","0.2","0.1","0.1","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","18591","3.078","26.5","21.5","24.9","9.3","10.5","3.0","1.8","0.0","0.0","2.3","0.1",".","0.0","0.0","0.0","0.1"
"Sophomore","","20772","3.095","28.2","21.4","23.7","10.2","10.8","3.0","1.6","0.1","0.0","0.8","0.0",".","0.0","0.0","0.0","0.1"
"Junior","","21689","3.183","31.8","23.0","22.9","8.7","8.5","2.5","1.6","0.4",".","0.4","0.0",".","0.0","0.1","0.1","0.1"
"Senior","","21870","3.276","37.7","22.2","19.7","7.8","6.8","1.9","1.5","1.3","0.0","0.5",".","0.1","0.1","0.2","0.1","0.1"
"Undergraduates","","82922","3.159","31.2","22.0","22.7","9.0","9.1","2.6","1.6","0.5","0.0","0.9","0.0","0.0","0.0","0.1","0.0","0.1"
"Special","","1329","3.342","32.7","14.1","11.4","4.2","4.1","1.4","1.6","20.1","0.1","4.8","0.2",".","0.3","1.9","3.1","."
"Graduate","","10201","3.773","53.9","14.3","6.3","0.9","0.3","0.1","0.1","18.7","0.1","2.7","0.0","1.3","0.8","0.1","0.3","0.2"
"Prof Yr 1","","60","3.791","81.7","10.0","5.0",".","1.7",".",".",".",".","1.7",".",".",".",".",".","."
"Prof Yr 2","","77","3.705","66.2","14.3","13.0","3.9",".",".",".","2.6",".",".",".",".",".",".",".","."
"Prof Yr 3","","92","3.798","76.1","9.8","10.9",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"Prof Yr 4","","6","3.769","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","235","3.767","74.5","11.1","10.2","1.3","0.4",".",".","2.1",".","0.4",".",".",".",".",".","."
"","College Total","94687","3.206","33.8","21.1","20.8","8.0","8.0","2.3","1.4","2.7","0.0","1.2","0.0","0.2","0.1","0.1","0.1","0.1"
