"","004
991","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","009
991","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","010
991","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"GERMAN
424","Dept. Total","828","3.562","51.3","20.5","16.3","3.3","2.3","0.7","0.8","3.3","0.1","0.2",".","0.6","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","239","3.560","51.9","22.6","17.6","4.2","2.5","0.4","0.8",".",".",".",".",".",".",".",".","."
"Sophomore","","155","3.454","44.5","21.3","22.6","5.8","1.9","2.6","0.6","0.6",".",".",".",".",".",".",".","."
"Junior","","135","3.475","45.9","22.2","23.0","3.7","2.2","0.7","2.2",".",".",".",".",".",".",".",".","."
"Senior","","151","3.569","49.0","26.5","13.9","2.0","4.0",".","0.7","3.3",".",".",".","0.7",".",".",".","."
"Undergraduates","","680","3.521","48.4","23.1","19.0","4.0","2.6","0.9","1.0","0.9",".",".",".","0.1",".",".",".","."
"Special","","12","3.634","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","136","3.900","66.2","7.4","2.2",".","0.7",".",".","15.4","0.7","1.5",".","2.9","2.9",".",".","."
"","Dept. Total","828","3.562","51.3","20.5","16.3","3.3","2.3","0.7","0.8","3.3","0.1","0.2",".","0.6","0.5",".",".","."
