"TERM : 1082","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2007-2008","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","",""
"SCIENCE & TECHNOLOGY STUD Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Sci, Technol & Med in Society","901
001
12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".   
.   
."
"STS
875","12
Dept. Total","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","",""
"Graduate","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".  
.  
."
"","Dept. Total
12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 296 of 410"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
