"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY
132","Dept. Total","150","3.512","42.7","16.7","15.3","4.7","4.0","",".","",".","15.3","",".",".","",".","1.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.308","23.1","30.8","38.5",".","7.7","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","11","3.238","18.2","36.4","27.3","9.1","9.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","28","3.402","35.7","21.4","32.1","7.1","3.6","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","33","3.515","57.6","12.1","18.2","3.0","9.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","85","3.400","40.0","21.2","27.1","4.7","7.1","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","62","3.924","48.4","11.3",".",".",".","",".","",".","37.1","",".",".","",".","3.2","",".",".",".","."
"Prof Yr 3","","3","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","3","2.500",".",".",".","100.0",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","150","3.512","42.7","16.7","15.3","4.7","4.0","",".","",".","15.3","",".",".","",".","1.3","",".",".",".","."
